site_code,collection_date,lowest_taxon,RR_biomass_com,RR_biomass_fam,RR_biomass_spe,LRR_biomass_com,LRR_biomass_fam,LRR_biomass_spe,RR_density_com,RR_density_fam,RR_density_spe,LRR_density_com,LRR_density_fam,LRR_density_spe,RR_shannon,RR_simpson,RR_richness,LRR_shannon,LRR_simpson,LRR_richness,RR_ctrdist,LRR_ctrdist
AR,2017-11-01,M. salmoides,2.262803396041221,0.9191406802784508,-0.5563076002124856,0.8166044852994289,0.8166044852994289,-0.5864338999189216,0.9193461889471468,0.20805010076527927,0.33311125916055967,-0.08409252576843153,-0.08409252576843153,-1.0992787332112701,-0.06110420291273363,-0.14537625235035823,0.1249843769528809,-2.795174627727886,-2.795174627727886,-2.079566533867987,4.29434810612728,1.4572997642022583
PD,2017-11-01,F. notatus,-0.6433610712975881,-0.47223870610608587,0.45205192484172446,-0.44104917067417015,-0.44104917067417015,-0.7939582277794575,-0.6763644601220045,-0.052614963695675004,0.7995202878273036,-0.3910232060317933,-0.3910232060317933,-0.22374337138617745,-0.16570617560192544,-0.08613553401714569,-0.31425877781904404,-1.7975390854678657,-1.7975390854678657,-1.157538499303498,0.540188123675312,-0.6158378229165518
PD,2017-11-01,G. affinis,-0.6433610712975881,-0.8032967264180878,-0.47911974623863707,-0.44104917067417015,-0.44104917067417015,-0.7358047206665841,-0.6763644601220045,-0.16663889351774702,0.2499375156210947,-0.3910232060317933,-0.3910232060317933,-1.3865443298750981,-0.16570617560192544,-0.08613553401714569,-0.31425877781904404,-1.7975390854678657,-1.7975390854678657,-1.157538499303498,0.540188123675312,-0.6158378229165518
PD,2017-11-01,H. cyanoguttatum,-0.6433610712975881,-0.9917305084914603,-0.9917305084914603,-0.44104917067417015,-0.44104917067417015,-0.008303873431994877,-0.6763644601220045,-0.8798944126704796,-0.8798944126704796,-0.3910232060317933,-0.3910232060317933,-0.12795336431046075,-0.16570617560192544,-0.08613553401714569,-0.31425877781904404,-1.7975390854678657,-1.7975390854678657,-1.157538499303498,0.540188123675312,-0.6158378229165518
PD,2017-11-01,L. auritus,-0.6433610712975881,-0.8373661506808966,-0.7144195100556635,-0.44104917067417015,-0.44104917067417015,-0.3362849400843755,-0.6763644601220045,-0.7858773804591086,-0.5587742258036056,-0.3910232060317933,-0.3910232060317933,-0.5820097768513339,-0.16570617560192544,-0.08613553401714569,-0.31425877781904404,-1.7975390854678657,-1.7975390854678657,-1.157538499303498,0.540188123675312,-0.6158378229165518
PD,2017-11-01,L. macrochirus,-0.6433610712975881,-0.8373661506808966,-0.932928749823756,-0.44104917067417015,-0.44104917067417015,-0.06942644779926772,-0.6763644601220045,-0.7858773804591086,-0.8420387864115991,-0.3910232060317933,-0.3910232060317933,-0.17192920117890073,-0.16570617560192544,-0.08613553401714569,-0.31425877781904404,-1.7975390854678657,-1.7975390854678657,-1.157538499303498,0.540188123675312,-0.6158378229165518
PD,2017-11-01,L. microlophus,-0.6433610712975881,-0.8373661506808966,-0.7331039110979835,-0.44104917067417015,-0.44104917067417015,-0.3104678257538912,-0.6763644601220045,-0.7858773804591086,0.33311125916055967,-0.3910232060317933,-0.3910232060317933,-1.0992787332112701,-0.16570617560192544,-0.08613553401714569,-0.31425877781904404,-1.7975390854678657,-1.7975390854678657,-1.157538499303498,0.540188123675312,-0.6158378229165518
PD,2017-11-01,L. oculatus,-0.6433610712975881,0.46291234572355994,0.46291234572355994,-0.44104917067417015,-0.44104917067417015,-0.7702175609104982,-0.6763644601220045,0,0,-0.3910232060317933,-0.3910232060317933,-100000,-0.16570617560192544,-0.08613553401714569,-0.31425877781904404,-1.7975390854678657,-1.7975390854678657,-1.157538499303498,0.540188123675312,-0.6158378229165518
PD,2017-11-01,M. salmoides,-0.6433610712975881,-0.8373661506808966,-0.4440976236070196,-0.44104917067417015,-0.44104917067417015,-0.8117108677296524,-0.6763644601220045,-0.7858773804591086,-0.7776049766718507,-0.3910232060317933,-0.3910232060317933,-0.2515366258154277,-0.16570617560192544,-0.08613553401714569,-0.31425877781904404,-1.7975390854678657,-1.7975390854678657,-1.157538499303498,0.540188123675312,-0.6158378229165518
AR,2017-12-07,C. lutrensis,-0.29280557933124757,0.08801112111148551,0.08801112111148551,-1.228246441983468,-1.228246441983468,-2.4302920962218573,-0.22793950044484967,0.1395316387990977,0.1395316387990977,-1.4786750341650494,-1.4786750341650494,-1.9694639020090488,-0.2229144500007398,-0.260730470099079,-0.2499687539057618,-1.5009672134113865,-1.5009672134113865,-1.3864193533080416,3.697204521934793,1.3075769994778428
AR,2017-12-07,G. affinis,-0.29280557933124757,27.554146033193128,27.554146033193128,-1.228246441983468,-1.228246441983468,3.3161530154992365,-0.22793950044484967,12.987012987012989,12.987012987012989,-1.4786750341650494,-1.4786750341650494,2.563949857128453,-0.2229144500007398,-0.260730470099079,-0.2499687539057618,-1.5009672134113865,-1.5009672134113865,-1.3864193533080416,3.697204521934793,1.3075769994778428
AR,2017-12-07,H. cyanoguttatum,-0.29280557933124757,-0.7395537077759894,-0.7395537077759894,-1.228246441983468,-1.228246441983468,-0.3017083723204475,-0.22793950044484967,-0.44439506721475397,-0.44439506721475397,-1.4786750341650494,-1.4786750341650494,-0.8110413211550574,-0.2229144500007398,-0.260730470099079,-0.2499687539057618,-1.5009672134113865,-1.5009672134113865,-1.3864193533080416,3.697204521934793,1.3075769994778428
AR,2017-12-07,L. cyanellus,-0.29280557933124757,0.06915801450514442,-0.0599437553038628,-1.228246441983468,-1.228246441983468,-2.814348568007353,-0.22793950044484967,-0.5432031703312304,-0.9332711152589828,-1.4786750341650494,-1.4786750341650494,-0.06905953593149462,-0.2229144500007398,-0.260730470099079,-0.2499687539057618,-1.5009672134113865,-1.5009672134113865,-1.3864193533080416,3.697204521934793,1.3075769994778428
AR,2017-12-07,L. macrochirus,-0.29280557933124757,0.06915801450514442,-0.38480286235121364,-1.228246441983468,-1.228246441983468,-0.9550241216755965,-0.22793950044484967,-0.5432031703312304,-0.6856946944373018,-1.4786750341650494,-1.4786750341650494,-0.37732280216188396,-0.2229144500007398,-0.260730470099079,-0.2499687539057618,-1.5009672134113865,-1.5009672134113865,-1.3864193533080416,3.697204521934793,1.3075769994778428
AR,2017-12-07,L. megalotis,-0.29280557933124757,0.06915801450514442,0.7788926476985923,-1.228246441983468,-1.228246441983468,-0.24988205044011957,-0.22793950044484967,-0.5432031703312304,-0.10713903074890183,-1.4786750341650494,-1.4786750341650494,-2.2336279351550687,-0.2229144500007398,-0.260730470099079,-0.2499687539057618,-1.5009672134113865,-1.5009672134113865,-1.3864193533080416,3.697204521934793,1.3075769994778428
AR,2018-02-03,C. lutrensis,-0.1566098602652689,25.446452593751953,25.446452593751953,-1.8539975327507356,-1.8539975327507356,3.2365763460023205,1.2678345029553044,7.249093863267092,7.249093863267092,0.23731032932274596,0.23731032932274596,1.9808764766784324,-0.44811565496079053,-0.5017520303249028,-0.285673475217826,-0.8027039214896746,-0.8027039214896746,-1.2529058154351154,7.371099011572727,1.9975668147004013
AR,2018-02-03,G. affinis,-0.757295408082428,9.63183689836266,9.63183689836266,-0.2780018664190664,-0.2780018664190664,2.2650739551135706,0.19489063946978985,7.997001124578284,7.997001124578284,-1.6353167009704077,-1.6353167009704077,2.079066611974763,-0.44811565496079053,-0.5017520303249028,-0.285673475217826,-0.8027039214896746,-0.8027039214896746,-1.2529058154351154,7.371099011572727,1.9975668147004013
AR,2018-02-03,H. cyanoguttatum,-0.1566098602652689,-0.10996402760045587,-0.10996402760045587,-1.8539975327507356,-1.8539975327507356,-2.207601988487052,1.2678345029553044,0.1999600079984003,0.1999600079984003,0.23731032932274596,0.23731032932274596,-1.6096378924367667,-0.44811565496079053,-0.5017520303249028,-0.285673475217826,-0.8027039214896746,-0.8027039214896746,-1.2529058154351154,7.371099011572727,1.9975668147004013
AR,2018-02-03,L. macrochirus,-0.1566098602652689,-0.44511396202177744,-0.5088755759982831,-1.8539975327507356,-1.8539975327507356,-0.6755517402543866,1.2678345029553044,-0.24389649032950417,-0.7691716021844474,0.23731032932274596,0.23731032932274596,-0.262441184585986,-0.44811565496079053,-0.5017520303249028,-0.285673475217826,-0.8027039214896746,-0.8027039214896746,-1.2529058154351154,7.371099011572727,1.9975668147004013
AR,2018-02-03,L. megalotis,-0.1566098602652689,-0.44511396202177744,1.8931004382999508,-1.8539975327507356,-1.8539975327507356,0.6382159285586864,1.2678345029553044,-0.24389649032950417,0.9999285765302479,0.23731032932274596,0.23731032932274596,-7.142602052955882e-5,-0.44811565496079053,-0.5017520303249028,-0.285673475217826,-0.8027039214896746,-0.8027039214896746,-1.2529058154351154,7.371099011572727,1.9975668147004013
PD,2018-02-03,A. melas,22062.509400000003,1028.6674,1028.6674,10.001635039737884,10.001635039737884,6.936019457151696,21000,1000,1000,9.95227771670556,9.95227771670556,6.907755278982137,-0.32957183277291197,-0.3223458516638745,-0.36360330879011,-1.1099609434186821,-1.1099609434186821,-1.011691816637408,2.6214108324744334,0.9637126585188844
PD,2018-02-03,F. notatus,-0.720920384813254,4.21768599332571,4.21768599332571,-0.3272265710768755,-0.3272265710768755,1.4392866348392057,-0.3636253446865247,0.9995002498750625,0.9995002498750625,-1.0116312142496553,-1.0116312142496553,-4.998750416510425e-4,-0.32957183277291197,-0.3223458516638745,-0.36360330879011,-1.1099609434186821,-1.1099609434186821,-1.011691816637408,2.6214108324744334,0.9637126585188844
PD,2018-02-03,G. affinis,-0.720920384813254,0.2277863921485873,3.1038718592256282,-0.3272265710768755,-0.3272265710768755,1.1326503190028576,-0.3636253446865247,0.9995002498750625,1.9980019980019983,-1.0116312142496553,-1.0116312142496553,0.6921476802268619,-0.32957183277291197,-0.3223458516638745,-0.36360330879011,-1.1099609434186821,-1.1099609434186821,-1.011691816637408,2.6214108324744334,0.9637126585188844
PD,2018-02-03,L. gulosus,-0.8923554823916943,-0.8746041103703616,-0.9279665781896339,-0.11389070293062754,-0.11389070293062754,-0.07475956172634793,-0.660183492176502,-0.7430571385751187,-0.5997600959616154,-0.4152374641523879,-0.4152374641523879,-0.5112255437873175,-0.32957183277291197,-0.3223458516638745,-0.36360330879011,-1.1099609434186821,-1.1099609434186821,-1.011691816637408,2.6214108324744334,0.9637126585188844
PD,2018-02-03,L. macrochirus,-0.720920384813254,-0.4946724522684879,-0.047043649875939585,-0.3272265710768755,-0.3272265710768755,-3.0566793875017075,-0.3636253446865247,-0.5384408291988769,-0.571346950435652,-1.0116312142496553,-1.0116312142496553,-0.5597586348751701,-0.32957183277291197,-0.3223458516638745,-0.36360330879011,-1.1099609434186821,-1.1099609434186821,-1.011691816637408,2.6214108324744334,0.9637126585188844
PD,2018-02-03,L. megalotis,-0.720920384813254,-0.4946724522684879,2.1399974914769238,-0.3272265710768755,-0.3272265710768755,0.7608046568260282,-0.3636253446865247,-0.5384408291988769,1.6661112962345885,-1.0116312142496553,-1.0116312142496553,0.5104923459758703,-0.32957183277291197,-0.3223458516638745,-0.36360330879011,-1.1099609434186821,-1.1099609434186821,-1.011691816637408,2.6214108324744334,0.9637126585188844
PD,2018-02-03,P. latipinna,-0.720920384813254,0.2277863921485873,-0.22130008495625492,-0.3272265710768755,-0.3272265710768755,-1.5082356480288899,-0.3636253446865247,0.9995002498750625,0,-1.0116312142496553,-1.0116312142496553,-100000,-0.32957183277291197,-0.3223458516638745,-0.36360330879011,-1.1099609434186821,-1.1099609434186821,-1.011691816637408,2.6214108324744334,0.9637126585188844
AR,2018-04-07,C. lutrensis,-0.8924554486629623,-0.2017320730544529,-0.2017320730544529,-0.11377868403872897,-0.11377868403872897,-1.6008148330071155,-0.563632947679105,-0.3181782025204259,-0.3181782025204259,-0.5733520413350198,-0.5733520413350198,-1.1451436678748006,-0.4829180972607977,-0.4803021668083214,-0.5999400059994001,-0.7279082105969505,-0.7279082105969505,-0.5109256187663239,7.668164471947352,2.037077274085783
AR,2018-04-07,G. affinis,-0.8924554486629623,4.277559463806435,4.277559463806435,-0.11377868403872897,-0.11377868403872897,1.4533826282203588,-0.563632947679105,2.997002997002997,2.997002997002997,-0.5733520413350198,-0.5733520413350198,1.0976127883350262,-0.4829180972607977,-0.4803021668083214,-0.5999400059994001,-0.7279082105969505,-0.7279082105969505,-0.5109256187663239,7.668164471947352,2.037077274085783
AR,2018-04-07,H. cyanoguttatum,-0.8924554486629623,-0.7514647130900103,-0.7514647130900103,-0.11377868403872897,-0.11377868403872897,-0.2857310261942568,-0.563632947679105,-0.714183688044565,-0.714183688044565,-0.5733520413350198,-0.5733520413350198,-0.33661508356096026,-0.4829180972607977,-0.4803021668083214,-0.5999400059994001,-0.7279082105969505,-0.7279082105969505,-0.5109256187663239,7.668164471947352,2.037077274085783
AR,2018-04-07,L. macrochirus,-0.8924554486629623,-0.9762698899885719,-0.8947975700766833,-0.11377868403872897,-0.11377868403872897,-0.11115776497480813,-0.563632947679105,-0.9104341726242892,-0.749968751302029,-0.5733520413350198,-0.5733520413350198,-0.28772373825041625,-0.4829180972607977,-0.4803021668083214,-0.5999400059994001,-0.7279082105969505,-0.7279082105969505,-0.5109256187663239,7.668164471947352,2.037077274085783
SF,2018-04-07,C. lutrensis,28965.088699999997,7291.2723,2085.5511,10.273846545842625,10.273846545842625,7.6427884158542,154000,35000,9000,11.944707881395766,11.944707881395766,9.104979856318357,-0.354160690478261,-0.3048103455553846,-0.4999500049995001,-1.0380045409377752,-1.0380045409377752,-0.6932471755602785,-0.33236178185791027,-1.1015311989712098
SF,2018-04-07,G. affinis,-0.9879109781847013,-0.44454409434454556,4.073075175868774,-0.012162688345714828,-0.012162688345714828,1.4043982856206132,-0.19791563585606325,0.5588153115395361,1.562402349853134,-1.6199144206211658,-1.6199144206211658,0.44622460458146307,-0.354160690478261,-0.3048103455553846,-0.4999500049995001,-1.0380045409377752,-1.0380045409377752,-0.6932471755602785,-0.33236178185791027,-1.1015311989712098
SF,2018-04-07,H. cyanoguttatum,-0.9879109781847013,-0.9872293679979234,-0.9872045041583891,-0.012162688345714828,-0.012162688345714828,-0.012878063282275937,-0.19791563585606325,-0.7868723463549778,-0.7636224795912802,-1.6199144206211658,-1.6199144206211658,-0.2696817486019972,-0.354160690478261,-0.3048103455553846,-0.4999500049995001,-1.0380045409377752,-1.0380045409377752,-0.6932471755602785,-0.33236178185791027,-1.1015311989712098
SF,2018-04-07,P. latipinna,-0.9879109781847013,-0.44454409434454556,-0.5754702449870598,-0.012162688345714828,-0.012162688345714828,-0.5525677550463974,-0.19791563585606325,0.5588153115395361,0.24999519240014617,-1.6199144206211658,-1.6199144206211658,-1.3863135917042124,-0.354160690478261,-0.3048103455553846,-0.4999500049995001,-1.0380045409377752,-1.0380045409377752,-0.6932471755602785,-0.33236178185791027,-1.1015311989712098
SF,2018-04-07,P. vigilax,28965.088699999997,7291.2723,5205.7212,10.273846545842625,10.273846545842625,8.557513530528457,154000,35000,26000,11.944707881395766,11.944707881395766,10.165851817003619,-0.354160690478261,-0.3048103455553846,-0.4999500049995001,-1.0380045409377752,-1.0380045409377752,-0.6932471755602785,-0.33236178185791027,-1.1015311989712098
TR,2018-04-07,A. mexicanus,-0.2814485325951557,-0.03184005359011874,-0.03184005359011874,-1.2678056808175968,-1.2678056808175968,-3.4470302349006268,8.194216827310353,0,0,2.1034286404917273,2.1034286404917273,-100000,-0.5684202330721845,-0.5140682870721343,-0.3749531308586427,-0.5648942868547591,-0.5648942868547591,-0.9809542451998772,0.17134911157902954,-1.7640522155070029
TR,2018-04-07,C. variegatus,-0.2814485325951557,80.27798365420867,80.27798365420867,-1.2678056808175968,-1.2678056808175968,4.385495407197776,8.194216827310353,106.44677661169416,106.44677661169416,2.1034286404917273,2.1034286404917273,4.667645110107829,-0.5684202330721845,-0.5140682870721343,-0.3749531308586427,-0.5648942868547591,-0.5648942868547591,-0.9809542451998772,0.17134911157902954,-1.7640522155070029
TR,2018-04-07,F. grandis,-0.08416763399078973,-0.9879731029007816,-0.9675841253938008,-2.4749448260409976,-2.4749448260409976,-0.03295290654682434,1.1150088497837074,-0.39994000899865023,-0.1999600079984003,0.10886234190633061,0.10886234190633061,-1.6096378924367667,-0.5684202330721845,-0.5140682870721343,-0.3749531308586427,-0.5648942868547591,-0.5648942868547591,-0.9809542451998772,0.17134911157902954,-1.7640522155070029
TR,2018-04-07,G. affinis,-0.2814485325951557,3.570614045681849,86.32985280588775,-1.2678056808175968,-1.2678056808175968,4.45817545722904,8.194216827310353,5.470266454914416,6.9965017491254375,2.1034286404917273,2.1034286404917273,1.9454102740136623,-0.5684202330721845,-0.5140682870721343,-0.3749531308586427,-0.5648942868547591,-0.5648942868547591,-0.9809542451998772,0.17134911157902954,-1.7640522155070029
TR,2018-04-07,P. latipinna,-0.2814485325951557,3.570614045681849,3.458429590475552,-1.2678056808175968,-1.2678056808175968,1.2408146104518318,8.194216827310353,5.470266454914416,5.266315578961403,2.1034286404917273,2.1034286404917273,1.6613309869202684,-0.5684202330721845,-0.5140682870721343,-0.3749531308586427,-0.5648942868547591,-0.5648942868547591,-0.9809542451998772,0.17134911157902954,-1.7640522155070029
AR,2018-05-12,C. lutrensis,-0.512047168990672,-0.420357649434427,-0.420357649434427,-0.6693385312511484,-0.6693385312511484,-0.8666493837921088,-0.18787764922636832,-0.4545402893148941,-0.4545402893148941,-1.6719643300031295,-1.6719643300031295,-0.7884687239360683,-0.0329424553283715,0.09901485951507409,-0.3999600039996001,-3.41299301759431,-3.41299301759431,-0.9163907268744883,16.028622380106075,2.774376022822727
AR,2018-05-12,H. cyanoguttatum,-0.512047168990672,-0.9153099764785732,-0.9153099764785732,-0.6693385312511484,-0.6693385312511484,-0.08849249896919939,-0.18787764922636832,-0.571346950435652,-0.571346950435652,-1.6719643300031295,-1.6719643300031295,-0.5597586348751701,-0.0329424553283715,0.09901485951507409,-0.3999600039996001,-3.41299301759431,-3.41299301759431,-0.9163907268744883,16.028622380106075,2.774376022822727
AR,2018-05-12,L. cyanellus,-0.512047168990672,-0.04648569278666353,-0.8576015541594232,-0.6693385312511484,-0.6693385312511484,-0.15361567644776492,-0.18787764922636832,0.23880240593423976,-0.9499762505937352,-1.6719643300031295,-1.6719643300031295,-0.05131829407505564,-0.0329424553283715,0.09901485951507409,-0.3999600039996001,-3.41299301759431,-3.41299301759431,-0.9163907268744883,16.028622380106075,2.774376022822727
AR,2018-05-12,L. macrochirus,-0.512047168990672,-0.04648569278666353,-0.5265197801222182,-0.6693385312511484,-0.6693385312511484,-0.6414663790307716,-0.18787764922636832,0.23880240593423976,-0.0416649306278905,-1.6719643300031295,-1.6719643300031295,-3.178095496146581,-0.0329424553283715,0.09901485951507409,-0.3999600039996001,-3.41299301759431,-3.41299301759431,-0.9163907268744883,16.028622380106075,2.774376022822727
AR,2018-05-12,L. megalotis,-0.512047168990672,-0.04648569278666353,33.4734134852833,-0.6693385312511484,-0.6693385312511484,3.5107514964371753,-0.18787764922636832,0.23880240593423976,54.94505494505495,-1.6719643300031295,-1.6719643300031295,4.006333684899388,-0.0329424553283715,0.09901485951507409,-0.3999600039996001,-3.41299301759431,-3.41299301759431,-0.9163907268744883,16.028622380106075,2.774376022822727
AR,2018-05-12,M. salmoides,-0.512047168990672,-0.04648569278666353,-0.5794263759582559,-0.6693385312511484,-0.6693385312511484,-0.5457166718002884,-0.18787764922636832,0.23880240593423976,0.9990009990009991,-1.6719643300031295,-1.6719643300031295,-9.99500333083388e-4,-0.0329424553283715,0.09901485951507409,-0.3999600039996001,-3.41299301759431,-3.41299301759431,-0.9163907268744883,16.028622380106075,2.774376022822727
SF,2018-05-12,C. lutrensis,18139.032,2145.428,1407.9785,9.805821359510997,9.805821359510997,7.249910266715038,107000,13000,9000,11.580584113444043,11.580584113444043,9.104979856318357,-0.4097329264308906,-0.4131096781359568,-0.3999600039996001,-0.8922497304853053,-0.8922497304853053,-0.9163907268744883,0.2934180658256534,-1.2261568411209611
SF,2018-05-12,G. affinis,-0.9924292421786922,-0.4105214674635144,1.0082154882349355,-0.007599561477395294,-0.007599561477395294,0.00818192481276268,-0.44270602757277305,0.2499963235834767,1.1249296918942566,-0.8148493238572351,-0.8148493238572351,0.11772053760942709,-0.4097329264308906,-0.4131096781359568,-0.3999600039996001,-0.8922497304853053,-0.8922497304853053,-0.9163907268744883,0.2934180658256534,-1.2261568411209611
SF,2018-05-12,H. cyanoguttatum,-0.9924292421786922,-0.9976055243528119,-0.9978424389864673,-0.007599561477395294,-0.007599561477395294,-0.002159891901588558,-0.44270602757277305,-0.8524450418845593,-0.8727114052471774,-0.8148493238572351,-0.8148493238572351,-0.1361503559774745,-0.4097329264308906,-0.4131096781359568,-0.3999600039996001,-0.8922497304853053,-0.8922497304853053,-0.9163907268744883,0.2934180658256534,-1.2261568411209611
SF,2018-05-12,O. aureus,-0.9924292421786922,-0.9976055243528119,-0.8752036415005701,-0.007599561477395294,-0.007599561477395294,-0.1332986865591708,-0.44270602757277305,-0.8524450418845593,-0.6665555740709881,-0.8148493238572351,-0.8148493238572351,-0.4056317608874853,-0.4097329264308906,-0.4131096781359568,-0.3999600039996001,-0.8922497304853053,-0.8922497304853053,-0.9163907268744883,0.2934180658256534,-1.2261568411209611
