site_code,collection_date,Diversity,Observed,Estimator,s.e.,LCL,UCL
PD,2017-12-04,Simpson diversity,7.056293979671619,7.542229729729726,0.772514069624203,6.028129975715822,9.056329483743632
PD,2018-02-03,Species richness,7,9.857142857142858,4.336638308214449,7,18.356797755219887
PD,2018-02-03,Shannon diversity,5.33564051851863,6.789024955622625,1.382606339557924,4.079166325292338,9.498883585952912
PD,2018-02-03,Simpson diversity,4.3663366336633676,5.2500000000000036,1.1874674211117597,2.9226066218062976,7.57739337819371
PD,2018-03-05,Species richness,9,14.9375,8.825016409050018,9,32.23421432471303
PD,2018-03-05,Shannon diversity,6.427170388974259,9.528191679270517,3.3929252252279434,2.878180435586298,16.178202922954735
PD,2018-03-05,Simpson diversity,4.651162790697674,5.757575757575764,2.4848111714040537,0.8874353532410355,10.627716161910492
PD,2018-03-30,Species richness,9,9,1.0954516710875903,9,11.147045822135894
PD,2018-03-30,Shannon diversity,6.597184417886837,7.083885336174137,0.6281824710867092,5.8526703171248124,8.31510035522346
PD,2018-03-30,Simpson diversity,5.203288490284007,5.6098360655737824,0.7385604837577385,4.162284117004136,7.057388014143429
PD,2018-05-10,Species richness,4,4.986301369863014,0.647190971783773,4,6.254772365678687
PD,2018-05-10,Shannon diversity,1.9416635965218092,2.005914848777916,0.19003822245673693,1.633446777076701,2.3783829204791314
PD,2018-05-10,Simpson diversity,1.6232104782211392,1.6373831775700916,0.16340007050232627,1.3171249243142265,1.9576414308259567
PD,2018-06-08,Species richness,12,27.58974358974359,13.95448440444985,12,54.94003044529116
PD,2018-06-08,Shannon diversity,5.762665151785468,8.149948949242292,2.227535532550003,3.784059531161037,12.515838367323546
PD,2018-06-08,Simpson diversity,3.612826603325415,3.8795811518324634,0.8510469020227454,2.211559874713495,5.547602428951432
PD,2018-08-01,Species richness,14,17.92452830188679,6.193351922081009,14,30.063275012747486
PD,2018-08-01,Shannon diversity,10.804678223860645,12.899193412480406,1.7638179619775587,9.442173731719553,16.35621309324126
PD,2018-08-01,Simpson diversity,9.090614886731391,10.765625000000005,1.4902237573040482,7.844840106778113,13.686409893221898
PD,2018-08-31,Species richness,12,12.988095238095237,2.6021520411948558,12,18.08821952113454
PD,2018-08-31,Shannon diversity,8.212108863545975,8.878205424459209,0.870999683211227,7.1710774148194085,10.58533343409901
PD,2018-08-31,Simpson diversity,6.461538461538463,6.916666666666648,0.8722571690883317,5.207074029996655,8.626259303336642
PD,2020-01-16,Species richness,11,17.060606060606062,6.658108440709953,11,30.110258809559706
PD,2020-01-16,Shannon diversity,7.959048189191011,10.433872673694818,1.8323281629473847,6.842575466459506,14.02516988093013
PD,2020-01-16,Simpson diversity,6.443786982248519,7.7647058823529465,1.4694081365372955,4.8847188561497346,10.64469290855616
PD,2020-05-21,Species richness,12,20.756756756756758,10.710958902790908,12,41.74985044611559
PD,2020-05-21,Shannon diversity,7.94572837341089,10.611455462596565,2.4286773713011383,5.851335284778923,15.371575640414207
PD,2020-05-21,Simpson diversity,5.978165938864628,6.937499999999989,1.6721570121420086,3.6601324797055477,10.214867520294431
PD,2020-09-09,Species richness,12,12.247787610619469,2.0327760355815223,12,16.231955428995363
PD,2020-09-09,Shannon diversity,7.840866208961914,8.267151393310456,0.7327744446574507,6.830939872990514,9.703362913630398
PD,2020-09-09,Simpson diversity,6.336972704714641,6.654048370136704,0.6540080721711691,5.3722161030827404,7.935880637190667
PL,2017-10-10,Species richness,8,13.86046511627907,2.967122684297196,8.045011517344758,19.67591871521338
PL,2017-10-10,Shannon diversity,4.902656245986705,5.759100448643059,0.7456240882899834,4.297704089589178,7.220496807696939
PL,2017-10-10,Simpson diversity,3.90909090909091,4.2,0.5439344955528584,3.1339079787674358,5.266092021232565
PL,2017-11-11,Species richness,9,9,0.7707357826704135,9,10.5106143756303
PL,2017-11-11,Shannon diversity,4.412397665001475,4.47869151398494,0.23720154114696718,4.013785036259489,4.943597991710392
PL,2017-11-11,Simpson diversity,3.417316171558366,3.4475108225108206,0.19438927941882708,3.0665148358692265,3.828506809152415
PL,2017-12-03,Species richness,8,8.164948453608247,2.330204264615726,8,12.73206488887671
PL,2017-12-03,Shannon diversity,4.335359704063138,4.512239106639532,0.3815013879106978,3.76451012628252,5.259968086996544
PL,2017-12-03,Simpson diversity,3.6091292673571154,3.7099601593625455,0.23052680097309805,3.25813593198404,4.161784386741051
PL,2018-02-11,Species richness,7,7,0.6530568436719301,7,8.279967893454387
PL,2018-02-11,Shannon diversity,3.4081719101148185,3.4428603750943028,0.12707467912549789,3.193798580661343,3.6919221695272624
PL,2018-02-11,Simpson diversity,2.9782745196533966,2.997590667004815,0.09223491916800343,2.8168135473185654,3.178367786691065
PL,2018-03-02,Species richness,7,14.764705882352942,6.197684365284364,7,26.911944025857277
PL,2018-03-02,Shannon diversity,2.9422117406686668,3.6168526954919367,0.9750332975139651,1.7058225486372383,5.527882842346635
PL,2018-03-02,Simpson diversity,1.9266666666666663,1.9823321554770337,0.39242836600530445,1.2131866915947347,2.7514776193593327
PL,2018-04-01,Species richness,10,10,0.7540136529728833,10,11.477839603678333
PL,2018-04-01,Shannon diversity,4.236932015684529,4.283312723932841,0.23215581816852834,3.8282956815210962,4.738329766344586
PL,2018-04-01,Simpson diversity,3.093059721843469,3.108367956597869,0.1801833781522223,2.755215024806752,3.4615208883889856
PL,2018-05-10,Species richness,9,23.74576271186441,7.147875767392396,9.736183641808713,37.7553417819201
PL,2018-05-10,Shannon diversity,4.0256567031369235,4.828320937664654,0.7580583814575246,3.3425538118291804,6.314088063500128
PL,2018-05-10,Simpson diversity,2.9625531914893624,3.066308243727607,0.40374622682738176,2.2749801802519993,3.8576363072032143
PL,2018-06-07,Species richness,9,9,1.0252658191849273,9,11.009484080182412
PL,2018-06-07,Shannon diversity,4.3348455831538875,4.4347027230111316,0.31304650746304036,3.8211428428975234,5.04826260312474
PL,2018-06-07,Simpson diversity,3.3405486284289276,3.3840682788051035,0.22582466580895966,2.941460066998749,3.826676490611458
PL,2018-07-27,Species richness,8,12.333333333333332,5.200641373566128,8,22.52640312203186
PL,2018-07-27,Shannon diversity,5.172276485542817,6.494767432602559,1.6959931140068112,3.170682011121276,9.818852854083842
PL,2018-07-27,Simpson diversity,3.5911330049261094,3.988636363636365,1.1553699414988277,1.7241528894785145,6.253119837794216
PL,2018-09-25,Species richness,6,7.875,2.5842482702761798,6,12.940033536851242
PL,2018-09-25,Shannon diversity,5.106083043687101,6.5190030006420585,1.648786750291944,3.287440351883013,9.750565649401103
PL,2018-09-25,Simpson diversity,4.571428571428572,5.999999999999988,1.7909520888291373,2.4897984078580997,9.510201592141875
PL,2020-01-15,Species richness,9,14.954887218045112,3.7272157796423593,9,22.260095908753513
PL,2020-01-15,Shannon diversity,4.839352560060827,5.117555751961871,0.3840335746016936,4.364863776888376,5.870247727035366
PL,2020-01-15,Simpson diversity,4.168984209285883,4.27153284671534,0.2736065534341503,3.7352738560502723,4.8077918373804085
PL,2020-05-24,Species richness,12,13.987341772151899,3.0066167607040915,12,19.8802023384464
PL,2020-05-24,Shannon diversity,7.225049725957954,7.550892633721606,0.5140819016515867,6.543310621380634,8.558474646062578
PL,2020-05-24,Simpson diversity,5.582289803220036,5.75011590171533,0.4744237063381813,4.820262523880488,6.679969279550172
PL,2020-09-15,Species richness,12,13.486486486486486,3.6531171875168855,12,20.646464605323835
PL,2020-09-15,Shannon diversity,4.8372245028361185,5.152009509767651,0.5708899918479117,4.033085686611379,6.2709333329239225
PL,2020-09-15,Simpson diversity,2.9342700643010238,2.9867906066536234,0.3626500721210549,2.276009526305503,3.697571687001744
PL,2020-11-02,Species richness,12,14.657342657342657,4.88222350045757,12,24.226324882714565
PL,2020-11-02,Shannon diversity,4.333849839113894,4.452719988959189,0.24992772988839876,3.9628706396400735,4.942569338278306
PL,2020-11-02,Simpson diversity,3.2157571945274412,3.240954274353879,0.2216952567406829,2.80643955559878,3.675468993108978
SF,2017-09-19,Species richness,7,14.724137931034484,6.328091737053836,7,27.12696982652551
SF,2017-09-19,Shannon diversity,3.9101182525824933,4.97791888244967,1.479956230602202,2.0772579717736996,7.87857979312564
SF,2017-09-19,Simpson diversity,2.950877192982456,3.171875000000003,0.6731268094733919,1.8525706964038002,4.491179303596206
SF,2017-11-05,Species richness,8,8,0.797096585341413,8,9.562280599469027
SF,2017-11-05,Shannon diversity,3.4247819427566264,3.4437102922540292,0.11861362155317223,3.211231865933948,3.6761887185741107
SF,2017-11-05,Simpson diversity,2.80266204817345,2.8103379414303613,0.08907088894253336,2.635762207032029,2.9849136758286936
SF,2017-12-11,Species richness,6,6.245967741935484,1.9965465171017798,6,10.159127008913854
SF,2017-12-11,Shannon diversity,2.5412915249645214,2.6627940590015236,0.3972501828477257,1.8841980077680305,3.441390110235017
SF,2017-12-11,Simpson diversity,1.7552511415525112,1.7772556390977359,0.23399409591367634,1.3186356385119191,2.2358756396835524
SF,2018-02-02,Species richness,5,5,0.11217782010987778,5,5.219864487279573
SF,2018-02-02,Shannon diversity,2.130289760273348,2.144971550464629,0.13681428538458712,1.8768204785402536,2.4131226223890043
SF,2018-02-02,Simpson diversity,1.576878385384079,1.5799575859961963,0.09024182268407234,1.4030868636361649,1.7568283083562277
SF,2018-04-07,Species richness,5,5,0,5,5
SF,2018-04-07,Shannon diversity,4.020307715546555,4.073432167362721,0.18820042248282856,3.7045661174211553,4.4422982173042875
SF,2018-04-07,Simpson diversity,3.4713114754098364,3.5283018867924554,0.2461650945851035,3.0458271671547568,4.010776606430154
SF,2018-05-12,Species richness,6,6,0.3846701284289985,6,6.753939597649234
SF,2018-05-12,Shannon diversity,3.674288112973942,3.7641662299704826,0.3087978301678791,3.158933604337324,4.369398855603642
SF,2018-05-12,Simpson diversity,2.930381366777579,2.9847368421052614,0.275751023202629,2.44427476792804,3.525198916282483
SF,2018-06-01,Species richness,5,5,0.6316124428514954,5,6.237937640176294
