site_code,RI_shannon,RI_biomass,RI_d100,RI_length,collection_date,qtr,length_A18_mu,length_A18_sd,d100_A18_mu,d100_A18_sd,biomass_A18_mu,biomass_A18_sd,shannon_A18_mu,shannon_A18_sd,length_mu,d100_mu,biomass_mu,shannon,q_2w_max,depth_mx,canopy_density_mid,conductivity,do_mg_l,nh4_n,no3n,ortho_p,year,month,day,annualrain,flsh,lfpp,hfpp3,RR_length,RR_d100,RR_biomass,RR_shannon,LRR_length,LRR_d100,LRR_biomass,LRR_shannon,y_margin,LCL_d100,UCL_d100,RS_d100,LCL_length,UCL_length,RS_length,LCL_biomass,UCL_biomass,RS_biomass,LCL_shannon,UCL_shannon,RS_shannon
MR,100,30,30,30,2017-09-26,Q3,50.71612086375365,15.567773246928372,2.1875,3.067279433797971,0.0486600781375,0.07807457235530153,4.503193801338785,1.0811508181192702,36.04892857142857,0.1875,1.01416375e-4,1,47.1,0.5125,0.62162162175,1577.5,5.1159588312499995,0.145,0.07887,0.055,2017,9,26,72.85028986,0.58,3.456439394,0.204387626,-0.28920177731510205,-0.9142857142857143,-0.9979158197257014,-0.7779353845036153,-1.2406306430901943,-0.08961215868968717,-0.002086355200490751,-0.2511118115901202,1.2721704014339843,-1.4217116319098944,5.796711631909894,ordinary,32.39780670345,69.0344350240573,ordinary,-0.043208843746877994,0.140529000021878,ordinary,3.231023399904801,5.775364202772769,under
MR,100,30,30,30,2017-10-31,Q4,50.71612086375365,15.567773246928372,2.1875,3.067279433797971,0.0486600781375,0.07807457235530153,4.503193801338785,1.0811508181192702,42.69263157894737,7.875,0.010666886375,2.6558144581592265,21,0.3875,0.50675675675,1025.6725,8.23358980675,0.0575,0.0071325,0.05,2017,10,31,72.85028986,0.58,3.456439394,0.204387626,-0.1582039230950054,2.6,-0.7807877261343825,-0.4102375835191323,-1.8438704256311176,0.9555114450274363,-0.24745196360928998,-0.8910188151149664,1.2721704014339843,-1.4217116319098944,5.796711631909894,over,32.39780670345,69.0344350240573,ordinary,-0.043208843746877994,0.140529000021878,ordinary,3.231023399904801,5.775364202772769,under
MR,100,30,30,30,2017-12-05,Q4,50.71612086375365,15.567773246928372,2.1875,3.067279433797971,0.0486600781375,0.07807457235530153,4.503193801338785,1.0811508181192702,40.424635714285714,3.9375,0.0060686593125,5.102281065256272,5.81,0.46,0.331081081,764.475,6.3171919395,0.0675,0.0095225,0.06,2017,12,5,72.85028986,0.58,3.456439394,0.204387626,-0.2029233500944503,0.8,-0.8752846369183452,0.13303608291061783,-1.5949269569854192,-0.2231435513142097,-0.13320614618762813,-2.0171348874757618,1.2721704014339843,-1.4217116319098944,5.796711631909894,ordinary,32.39780670345,69.0344350240573,ordinary,-0.043208843746877994,0.140529000021878,ordinary,3.231023399904801,5.775364202772769,ordinary
MR,100,30,30,30,2018-02-05,Q1,50.71612086375365,15.567773246928372,2.1875,3.067279433797971,0.0486600781375,0.07807457235530153,4.503193801338785,1.0811508181192702,44.78274712643678,7.5625,0.058850927124999994,5.069151200505786,5.96,0.4525,0.554054054,1697.5,7.79987352425,0.25,0.0305,0.15,2018,2,5,72.85028986,0.58,3.456439394,0.204387626,-0.11699186838947295,2.4571428571428573,0.20942935929332987,0.12567911223335393,-2.145650847544359,0.8989992347640942,-1.563368783624322,-2.074023348766324,1.2721704014339843,-1.4217116319098944,5.796711631909894,over,32.39780670345,69.0344350240573,ordinary,-0.043208843746877994,0.140529000021878,ordinary,3.231023399904801,5.775364202772769,ordinary
MR,100,30,30,30,2018-03-05,Q1,50.71612086375365,15.567773246928372,2.1875,3.067279433797971,0.0486600781375,0.07807457235530153,4.503193801338785,1.0811508181192702,49.25351515151515,0.75,0.0018157450625,4.662978688338382,10.4,0.5275,0.422297297,1728.75,7.859172350750001,0.2475,0.02625,0.1,2018,3,5,72.85028986,0.58,3.456439394,0.204387626,-0.028839069063813397,-0.6571428571428571,-0.9626851182324615,0.035482569493698685,-3.546024246427106,-0.419853845560264,-0.0380289006822336,-3.3387137032583274,1.2721704014339843,-1.4217116319098944,5.796711631909894,ordinary,32.39780670345,69.0344350240573,ordinary,-0.043208843746877994,0.140529000021878,ordinary,3.231023399904801,5.775364202772769,ordinary
MR,100,30,30,30,2018-04-01,Q2,50.71612086375365,15.567773246928372,2.1875,3.067279433797971,0.0486600781375,0.07807457235530153,4.503193801338785,1.0811508181192702,77.05910204081633,1.875,0.1809790383125,5.1833491118601,17.7,0.465,0.63513513525,761.1500000000001,5.61805147525,0.2475,0.06125,1.285,2018,4,1,72.85028986,0.58,3.456439394,0.204387626,0.5194202696975148,-0.14285714285714285,2.719250877507903,0.1510384275087398,-0.6550419552983284,-1.9459101490553135,1.0003564296939504,-1.8902209877306426,1.2721704014339843,-1.4217116319098944,5.796711631909894,ordinary,32.39780670345,69.0344350240573,over,-0.043208843746877994,0.140529000021878,over,3.231023399904801,5.775364202772769,ordinary
PD,38,38,160,66,2017-10-04,Q4,65.76460741149933,13.220028793300122,2.9327731092436977,1.4482334509746684,0.08798794266386555,0.09621671605326344,6.440158737299089,2.711982053334947,85.25002272727272,1.1764705882352942,0.02470244305882353,6.337285984685423,0.19,0.6525,0,890.75,5.0075868845,0.0525,0.0136475,0.055,2017,10,4,78.72898551,1.34,0,0.271464646,0.29629030085818253,-0.5988538681948424,-0.7192519530409681,-0.015973636180404073,-1.2164155591328494,-0.5127376702376161,-0.3295435611687398,-4.136815654481627,3.191139700078618,1.228663284953375,4.636882933534021,under,50.20884122690943,81.32037359608923,over,-0.02522850802436441,0.2012043933520955,ordinary,3.249019037220471,9.631298437377707,ordinary
PD,38,38,160,66,2017-11-01,Q4,65.76460741149933,13.220028793300122,2.9327731092436977,1.4482334509746684,0.08798794266386555,0.09621671605326344,6.440158737299089,2.711982053334947,72.79658139534884,1.1764705882352942,0.04299882223529412,6.603448667383888,0.1,0.525,0,873.75,6.46288573225,0.1025,0.0153,0.0625,2017,11,1,78.72898551,1.34,0,0.271464646,0.10692641924932907,-0.5988538681948424,-0.5113100621120369,0.025354954240348535,-2.235614351641107,-0.5127376702376161,-0.6707790976217268,-3.674781134495271,3.191139700078618,1.228663284953375,4.636882933534021,under,50.20884122690943,81.32037359608923,ordinary,-0.02522850802436441,0.2012043933520955,ordinary,3.249019037220471,9.631298437377707,ordinary
PD,38,38,160,66,2017-12-04,Q4,65.76460741149933,13.220028793300122,2.9327731092436977,1.4482334509746684,0.08798794266386555,0.09621671605326344,6.440158737299089,2.711982053334947,63.29718032786885,5.588235294117647,0.09296995788235295,8.26259388353276,0.02,0.445,0,943.75,5.0189866225,0.0575,0.1169,0.0525,2017,12,4,78.72898551,1.34,0,0.271464646,-0.03751907265546957,0.9054441260744983,0.05662156731542026,0.28297984887837957,-3.282905871155167,-0.09932970861551534,-2.8713653183777197,-1.2623795892508733,3.191139700078618,1.228663284953375,4.636882933534021,over,50.20884122690943,81.32037359608923,ordinary,-0.02522850802436441,0.2012043933520955,ordinary,3.249019037220471,9.631298437377707,ordinary
PD,38,38,160,66,2018-02-03,Q1,65.76460741149933,13.220028793300122,2.9327731092436977,1.4482334509746684,0.08798794266386555,0.09621671605326344,6.440158737299089,2.711982053334947,60.693,1.2352941176470589,0.012977946705882353,5.33564051851863,0.08,0.3825,0,756.4,9.979533322,0.3225,0.016,0.1275,2018,2,3,78.72898551,1.34,0,0.271464646,-0.07711758058199142,-0.5787965616045846,-0.8525031235761343,-0.1715048128213805,-2.5624240012934427,-0.5468042248012223,-0.1595784058122518,-1.7631439496714754,3.191139700078618,1.228663284953375,4.636882933534021,ordinary,50.20884122690943,81.32037359608923,ordinary,-0.02522850802436441,0.2012043933520955,ordinary,3.249019037220471,9.631298437377707,ordinary
PD,38,38,160,66,2018-03-05,Q1,65.76460741149933,13.220028793300122,2.9327731092436977,1.4482334509746684,0.08798794266386555,0.09621671605326344,6.440158737299089,2.711982053334947,85.53345454545455,1.1764705882352942,0.0354854995882353,6.427170388974259,0.66,0.5275,0.1283783785,769.5,6.010721354,0.18,0.0255,0.0975,2018,3,5,78.72898551,1.34,0,0.271464646,0.3006000934554126,-0.5988538681948424,-0.5967004283325708,-0.0020167745632736615,-1.2019744907670618,-0.5127376702376161,-0.5163400866186442,-6.2062557945889525,3.191139700078618,1.228663284953375,4.636882933534021,under,50.20884122690943,81.32037359608923,over,-0.02522850802436441,0.2012043933520955,ordinary,3.249019037220471,9.631298437377707,ordinary
PD,38,38,160,66,2018-03-30,Q1,65.76460741149933,13.220028793300122,2.9327731092436977,1.4482334509746684,0.08798794266386555,0.09621671605326344,6.440158737299089,2.711982053334947,63.443232558139535,3.4705882352941178,0.2652848671764706,6.597184417886837,0.15,0.5549999999999999,0.45270270275,904.75,9.88365754925,0.14250000000000002,0.01925,0.4975,2018,3,30,78.72898551,1.34,0,0.271464646,-0.035298239352887645,0.18338108882521484,2.015013866046631,0.024382268666502196,-3.3439221929755045,-1.6961888388427557,0.7006260767876896,-3.7138991048488625,3.191139700078618,1.228663284953375,4.636882933534021,ordinary,50.20884122690943,81.32037359608923,ordinary,-0.02522850802436441,0.2012043933520955,over,3.249019037220471,9.631298437377707,ordinary
PL,44,44,44,44,2017-10-10,Q4,58.65367816872073,9.880864111617443,10.744897959183673,11.556196407686326,0.09027165557142856,0.10065459860712514,4.175168211712678,0.8186327668652398,59.649524590163935,3.0714285714285716,0.04247085221428571,4.902656245986705,2120,0.45,0.472972973,1198.75,6.3397747945,0.0875,2.0705,0.115,2017,10,10,82.05065217,0.92,5.127051768,0.254892677,0.01697841384437296,-0.7141500474833808,-0.5295217314289742,0.1742416107291657,-4.075812515632244,-0.3366621881841356,-0.6357810733683584,-1.7473123755268216,0.963270210035651,-2.8530670764349253,24.34286299480227,ordinary,47.027046016457675,70.28031032098379,ordinary,-0.02816677038190292,0.20871008152476006,ordinary,3.2118980016770267,5.1384384217483285,ordinary
PL,44,44,44,44,2017-11-11,Q4,58.65367816872073,9.880864111617443,10.744897959183673,11.556196407686326,0.09027165557142856,0.10065459860712514,4.175168211712678,0.8186327668652398,62.3946,19.785714285714285,0.15131778457142855,4.412397665001475,3.12,0.53,0.4932432435,1574.75,7.51632175025,0.08,3.0795,0.0325,2017,11,11,82.05065217,0.92,5.127051768,0.254892677,0.06377983355993952,0.8414055080721747,0.6762491350532115,0.056819136681318036,-2.7523182270000635,-0.17268156152889455,-0.3911937278563318,-2.867882096594121,0.963270210035651,-2.8530670764349253,24.34286299480227,ordinary,47.027046016457675,70.28031032098379,ordinary,-0.02816677038190292,0.20871008152476006,ordinary,3.2118980016770267,5.1384384217483285,ordinary
PL,44,44,44,44,2017-12-03,Q4,58.65367816872073,9.880864111617443,10.744897959183673,11.556196407686326,0.09027165557142856,0.10065459860712514,4.175168211712678,0.8186327668652398,53.05911386861314,6.928571428571429,0.04113463428571428,4.335359704063138,1.29,0.21625,0.42567567575,1723.5,9.35730265,0.0775,3.3845,0.035,2017,12,3,82.05065217,0.92,5.127051768,0.254892677,-0.09538300878615832,-0.35517568850902176,-0.5443239184511688,0.03836767388223352,-2.349854821357363,-1.0351427147194439,-0.6082107709999033,-3.260539999906436,0.963270210035651,-2.8530670764349253,24.34286299480227,ordinary,47.027046016457675,70.28031032098379,ordinary,-0.02816677038190292,0.20871008152476006,ordinary,3.2118980016770267,5.1384384217483285,ordinary
PL,44,44,44,44,2018-02-11,Q1,58.65367816872073,9.880864111617443,10.744897959183673,11.556196407686326,0.09027165557142856,0.10065459860712514,4.175168211712678,0.8186327668652398,61.373353711790394,22,0.19041438407142855,3.4081719101148185,1.36,0.2375,0.6486486487500001,1511.25,8.8437879775,0.165,2.89525,0.07,2018,2,11,82.05065217,0.92,5.127051768,0.254892677,0.046368371566508707,1.0474833808167143,1.109348531009945,-0.18370428751737242,-3.0711376994505777,0.046390507119527136,0.10377293402568696,-1.6944279472545882,0.963270210035651,-2.8530670764349253,24.34286299480227,ordinary,47.027046016457675,70.28031032098379,ordinary,-0.02816677038190292,0.20871008152476006,ordinary,3.2118980016770267,5.1384384217483285,ordinary
PL,44,44,44,44,2018-03-02,Q1,58.65367816872073,9.880864111617443,10.744897959183673,11.556196407686326,0.09027165557142856,0.10065459860712514,4.175168211712678,0.8186327668652398,60.27009090909091,2.4285714285714284,0.010534771285714286,2.9422117406686668,1.68,0.19,0.70270270275,1511.25,8.8437879775,0.12,0.94325,0.0425,2018,3,2,82.05065217,0.92,5.127051768,0.254892677,0.027558591222880756,-0.7739791073124406,-0.8832992347484032,-0.2953070172323058,-3.5914409508746514,-0.25621039889311287,-0.12409125158668086,-1.219739727452268,0.963270210035651,-2.8530670764349253,24.34286299480227,ordinary,47.027046016457675,70.28031032098379,ordinary,-0.02816677038190292,0.20871008152476006,ordinary,3.2118980016770267,5.1384384217483285,under
PL,44,44,44,44,2018-04-01,Q2,58.65367816872073,9.880864111617443,10.744897959183673,11.556196407686326,0.09027165557142856,0.10065459860712514,4.175168211712678,0.8186327668652398,65.76368913857678,30.428571428571427,0.2310812825,4.236932015684529,676,0.375,0.6486486487500001,319.875,5.9836154555,0.185,1.1075,1.0075,2018,4,1,82.05065217,0.92,5.127051768,0.254892677,0.12122020633392652,1.8319088319088321,1.5598431870694351,0.014793129483641814,-2.1101465003161923,0.6053585007717537,0.44458529509952394,-4.21359243007568,0.963270210035651,-2.8530670764349253,24.34286299480227,over,47.027046016457675,70.28031032098379,ordinary,-0.02816677038190292,0.20871008152476006,over,3.2118980016770267,5.1384384217483285,ordinary
SF,23,106,106,23,2017-09-19,Q3,41.231012547133744,6.917769171722353,11.525641025641026,6.346860877475385,0.03571105791025641,0.032071303288695285,3.3580394678779957,1.0402412430693642,48.30166666666667,2.230769230769231,0.11712649507692309,3.910118252582494,1.01,0.195,0.672297297375,1307.375,5.70237798875,0.14125,17.16,5.8075,2017,9,19,56.67231884,0.91,21.14188763,0.177556818,0.17148873342487087,-0.8064516129032259,2.279838289060704,0.16440509112103033,-1.7632377088497302,-0.21511137961694543,0.8241045146004239,-1.8054218289500739,1.2240328524061193,4.057405868228628,18.993876183053423,under,33.0910000375684,49.37102505669909,ordinary,-0.0020266583227710883,0.07344877414328391,over,2.1340066154718764,4.582072320284115,ordinary
SF,23,106,106,23,2017-11-05,Q4,41.231012547133744,6.917769171722353,11.525641025641026,6.346860877475385,0.03571105791025641,0.032071303288695285,3.3580394678779957,1.0402412430693642,39.57891304347826,50.84615384615385,0.203637689,3.4247819427566264,1.31,0.16999999999999998,0.560810811,1329.5,4.44630589825,0.125,14.72,3.31,2017,11,5,56.67231884,0.91,21.14188763,0.177556818,-0.040069341051638424,3.411568409343715,4.702370663780144,0.019875428957005815,-3.2171437993997145,1.2271721296426312,1.5480667780997996,-3.9182710359322144,1.2240328524061193,4.057405868228628,18.993876183053423,over,33.0910000375684,49.37102505669909,ordinary,-0.0020266583227710883,0.07344877414328391,over,2.1340066154718764,4.582072320284115,ordinary
