site_code,collection_date,length_mu,d100_mu,biomass_mu,shannon,q_2w_max,depth_mx,canopy_density_mid,conductivity,do_mg_l,nh4_n,no3n,ortho_p,year,month,day,qtr,annualrain,flsh,lfpp
EM,2018-02-09,66.7748624535316,7.571428571428571,0.10137231514285715,4.760168904648248,3.31,0.4825,0.02027027025,534.75,8.99510953975,0.2075,0.7202500000000001,0.16,2018,2,9,Q1,95.02463768,0.79,0
EM,2018-03-09,58.758695431472084,7.285714285714286,0.1423791259047619,3.223758836602721,27.7,0.27375,0.10472972975,506,6.059182765,0.2675,0.34875,0.365,2018,3,9,Q1,95.02463768,0.79,0
EM,2018-03-31,43.49488622754491,5.238095238095238,0.008643643857142858,3.901094060568136,400,1.04,0,132.4,5.950931242999999,0.3375,1.07175,2.775,2018,3,31,Q1,95.02463768,0.79,0
EM,2018-05-04,81.8418371040724,4.809523809523809,0.19971438157142857,5.211720029134734,17,0.46,0.25675675675,1463.25,6.70499734075,0.14500000000000002,2.061,0.045,2018,5,4,Q2,95.02463768,0.79,0
EM,2018-06-04,63.39440476190476,1.5714285714285714,0.0699644969047619,4.609086695816717,16.2,0.695,0,1249.75,4.795620834,0.03,1.93225,0.05,2018,6,4,Q2,95.02463768,0.79,0
EM,2018-07-05,134.05544444444445,0.2857142857142857,0.04167474395238095,6,235,0.605,0.0135135135,657,3.30956621225,0.09,0.19,0.1075,2018,7,5,Q3,95.02463768,0.79,0
EM,2018-09-01,106.3897,0.6190476190476191,0.077191814,6.292111764414631,0.1,0.538,0.02027027025,952.75,3.1004684840000003,0.1475,0.05,0.14250000000000002,2018,9,1,Q3,95.02463768,0.79,0
EM,2020-01-14,66.61797752808988,2.1875,0.08197561325,3.915487016037031,0.37,0.52475,0.027027027027027,822.75,5.564700176375,0.1120075,0.268775,0.059575,2020,1,14,Q1,95.02463768,0.79,0
EM,2020-05-30,66.83636363636364,1.125,0.0221951363125,5.000542877147085,122,0.5375192307692308,0.04339916839553013,718.8980769230769,5.564700176375,0.0964675,0.430775,0.4967,2020,5,30,Q2,95.02463768,0.79,0
EM,2020-09-08,69.52631578947368,1.25,0.0204832138125,6.792134942889018,8.09,0.24375,0.06081081081081075,867,5.564700176375,0.1022025,0.085175,0.046135,2020,9,8,Q3,95.02463768,0.79,0
EM,2020-11-05,86.15238095238095,3.25,0.358672099625,5.82539204657363,1.75,0.54,0.054054054054054,767.5,5.564700176375,0.103035,0.08033499999999999,0.03660249999999999,2020,11,5,Q4,95.02463768,0.79,0
GC,2017-10-03,54.27945454545455,0.5,0.0019022568333333333,4.166436205292808,104,0.24,0.45270270275,394.9875,3.92377078825,0.08125,0.08574,0.07375,2017,10,3,Q4,84.25101449,0.81,4.723800505
GC,2017-11-04,48.95894957983193,3.1666666666666665,0.012737732944444444,4.8717098499547635,2.05,0.34,0.5675675675,549.25,5.6664107365,0.0625,0.108315,0.0575,2017,11,4,Q4,84.25101449,0.81,4.723800505
GC,2017-12-03,54.46543065693431,3.111111111111111,0.04038671261111111,6.745649985384081,1.73,0.30125,0.7972972975,535,6.6918836605,0.06,0.2564,0.0625,2017,12,3,Q4,84.25101449,0.81,4.723800505
GC,2018-02-11,63.30794936708861,2.6666666666666665,0.035434720055555556,5.184548957063665,0.3,0.5475,0.8108108110000001,485.9,7.21361001725,0.2125,0.1555,0.2525,2018,2,11,Q1,84.25101449,0.81,4.723800505
GC,2018-03-30,53.273833333333336,2.5555555555555554,0.008944560166666667,3.6195544291406905,12.6,0.385,0.78378378375,285.425,3.04402945425,0.1175,0.065,1.9575,2018,3,30,Q1,84.25101449,0.81,4.723800505
GC,2018-05-04,79.37197647058824,2.111111111111111,0.09553156283333333,5.803353150879149,0.79,0.225,0.91216216225,638.5,5.440295614,0.0875,0.58575,0.075,2018,5,4,Q2,84.25101449,0.81,4.723800505
GC,2018-06-06,47.69598648648649,1.4444444444444444,0.01745547888888889,5.895197589772761,0.02,0.1125,0.70270270275,325.25,0.5411040785,0.005,0.03925,0.945,2018,6,6,Q2,84.25101449,0.81,4.723800505
GC,2018-07-05,63.74666666666667,0.16666666666666666,0.0015026304444444444,2.9999999999999996,901,0.39,0.8986486487500001,485.9,4.08038247225,0.1025,0.1875,0.1275,2018,7,5,Q3,84.25101449,0.81,4.723800505
GC,2018-07-27,51.60984210526316,2.0555555555555554,0.011162072055555555,7.956756186746701,1.63,0.09333333333333334,0,437.3333333333333,4.578986249333333,0.14,0.0725,0.0425,2018,7,27,Q3,84.25101449,0.81,4.723800505
GC,2018-11-15,42.41446666666667,1.6111111111111112,0.004076249888888888,5.138009466578085,88.94846153846154,0.2776217948717949,0.6673596674038461,438.7823717948718,4.5756081189814815,0.13,0,0.0075,2018,11,15,Q4,84.25101449,0.81,4.723800505
GC,2020-01-15,55.149532710280376,2.1875,0.016790927375,4.9355417919679505,0.37,0.2125,0.554054054054054,553.5,4.5756081189814815,0.07704749999999999,0.1075,0.101555,2020,1,15,Q1,84.25101449,0.81,4.723800505
GC,2020-05-24,64.0657894736842,3.5,0.0369083839375,5.57580452905127,122,0.4545,0.7905405405405405,293.8,4.5756081189814815,0.1118,0.0938325,0.108225,2020,5,24,Q2,84.25101449,0.81,4.723800505
GC,2020-09-09,87.50934579439253,5.0625,0.14806175193749999,6.447144407080779,8.09,0.16,0.7027027027027027,275,4.5756081189814815,0.56785,0.1,0.5725,2020,9,9,Q3,84.25101449,0.81,4.723800505
GC,2020-11-02,80.70707070707071,3.6875,0.23604092375000002,9.965924001659454,1.75,0.1475,0.7027027027027027,444.325,4.5756081189814815,0.116855,0.1,0.061805,2020,11,2,Q4,84.25101449,0.81,4.723800505
MR,2017-09-26,36.04892857142857,0.1875,1.01416375e-4,1,47.1,0.5125,0.62162162175,1577.5,5.1159588312499995,0.145,0.07887,0.055,2017,9,26,Q3,72.85028986,0.58,3.456439394
MR,2017-10-31,42.69263157894737,7.875,0.010666886375,2.6558144581592265,21,0.3875,0.50675675675,1025.6725,8.23358980675,0.0575,0.0071325,0.05,2017,10,31,Q4,72.85028986,0.58,3.456439394
MR,2017-12-05,40.424635714285714,3.9375,0.0060686593125,5.102281065256272,5.81,0.46,0.331081081,764.475,6.3171919395,0.0675,0.0095225,0.06,2017,12,5,Q4,72.85028986,0.58,3.456439394
MR,2018-02-05,44.78274712643678,7.5625,0.058850927124999994,5.069151200505786,5.96,0.4525,0.554054054,1697.5,7.79987352425,0.25,0.0305,0.15,2018,2,5,Q1,72.85028986,0.58,3.456439394
MR,2018-03-05,49.25351515151515,0.75,0.0018157450625,4.662978688338382,10.4,0.5275,0.422297297,1728.75,7.859172350750001,0.2475,0.02625,0.1,2018,3,5,Q1,72.85028986,0.58,3.456439394
MR,2018-04-01,77.05910204081633,1.875,0.1809790383125,5.1833491118601,17.7,0.465,0.63513513525,761.1500000000001,5.61805147525,0.2475,0.06125,1.285,2018,4,1,Q2,72.85028986,0.58,3.456439394
MR,2018-06-06,46.657,0.3125,0.0010027969375,5.000000000000001,0.87,0.2625,0.756756757,4213.75,3.072220681,0.0425,0.015,0.06,2018,6,6,Q2,72.85028986,0.58,3.456439394
MR,2018-07-27,35.82824,0.4375,6.5188325e-4,2.6004900059896596,47.3,0.5975,0,1809.25,7.13703534375,0.1275,0.07250000000000001,0.0475,2018,7,27,Q3,72.85028986,0.58,3.456439394
MR,2020-01-17,99,1.3125,0.0805767865,7.518477245053691,0.16,0.63,0.41891891891891897,2461.25,6.3941367440625,0.08168500000000001,0.1,0.1123,2020,1,17,Q1,72.85028986,0.58,3.456439394
MR,2020-05-21,152.53164556962025,1.75,0.4815713148125,9.141181223896972,122,0.46511363636363634,0.4788083538126536,2448.1179545454547,6.3941367440625,0.08026,0.0651325,0.04879,2020,5,21,Q2,72.85028986,0.58,3.456439394
MR,2020-09-10,69.27160493827161,2.25,0.12307070599999999,4.8651058654282435,8.09,0.17375000000000002,0.5202702702702703,4245,6.3941367440625,0.173875,0.1,0.0549875,2020,9,10,Q3,72.85028986,0.58,3.456439394
MR,2020-11-03,58.85,2.75,0.0556626124375,6.82314273934039,1.75,0.6475,0.5,6645,6.3941367440625,0.096205,0.1,0.0507375,2020,11,3,Q4,72.85028986,0.58,3.456439394
PD,2017-10-04,85.25002272727272,1.1764705882352942,0.02470244305882353,6.337285984685423,0.19,0.6525,0,890.75,5.0075868845,0.0525,0.0136475,0.055,2017,10,4,Q4,78.72898551,1.34,0
PD,2017-11-01,72.79658139534884,1.1764705882352942,0.04299882223529412,6.603448667383888,0.1,0.525,0,873.75,6.46288573225,0.1025,0.0153,0.0625,2017,11,1,Q4,78.72898551,1.34,0
PD,2017-12-04,63.29718032786885,5.588235294117647,0.09296995788235295,8.26259388353276,0.02,0.445,0,943.75,5.0189866225,0.0575,0.1169,0.0525,2017,12,4,Q4,78.72898551,1.34,0
PD,2018-02-03,60.693,1.2352941176470589,0.012977946705882353,5.33564051851863,0.08,0.3825,0,756.4,9.979533322,0.3225,0.016,0.1275,2018,2,3,Q1,78.72898551,1.34,0
PD,2018-03-05,85.53345454545455,1.1764705882352942,0.0354854995882353,6.427170388974259,0.66,0.5275,0.1283783785,769.5,6.010721354,0.18,0.0255,0.0975,2018,3,5,Q1,78.72898551,1.34,0
PD,2018-03-30,63.443232558139535,3.4705882352941178,0.2652848671764706,6.597184417886837,0.15,0.5549999999999999,0.45270270275,904.75,9.88365754925,0.14250000000000002,0.01925,0.4975,2018,3,30,Q1,78.72898551,1.34,0
PD,2018-05-10,44.0625,4.294117647058823,0.007327105705882353,1.9416635965218092,0.08,0.27,0,1007.25,5.799043246,0.23,0.022465,0.07250000000000001,2018,5,10,Q2,78.72898551,1.34,0
PD,2018-06-08,66.64001351351351,2.2941176470588234,0.033270245058823526,5.762665151785468,0,0.17375000000000002,0.195945946,1149,3.74850824225,0.035,0.01875,0.08750000000000001,2018,6,8,Q2,78.72898551,1.34,0
PD,2018-08-01,77.71147457627119,3.1176470588235294,0.16659952817647058,10.804678223860645,0,0.2175,0,1102.5,2.32932386175,0.2,0.0325,0.0625,2018,8,1,Q3,78.72898551,1.34,0
PD,2018-08-31,62.268576687116564,4.9411764705882355,0.09497040623529411,8.212108863545975,0,0.3025,0.027027027,886.75,6.3556098105,0.46,0.5625,0.0425,2018,8,31,Q3,78.72898551,1.34,0
PD,2020-01-16,72.87341772151899,2.2,0.05270474593333334,7.959048189191011,0.37,0.58,0.027027027027027,1005.5,6.0595856625,0.0746575,0.1,0.103565,2020,1,16,Q1,78.72898551,1.34,0
PD,2020-05-21,70.31868131868131,2.466666666666667,0.07377979326666666,7.94572837341089,122,0.5505,0,631,6.0595856625,0.080565,0.064855,0.0503825,2020,5,21,Q2,78.72898551,1.34,0
PD,2020-09-09,80.9,7.533333333333333,0.27645135893333334,7.840866208961914,8.09,0.2,0,1565,6.0595856625,6.83,0.1,0.0694375,2020,9,9,Q3,78.72898551,1.34,0
PL,2017-10-10,59.649524590163935,3.0714285714285716,0.04247085221428571,4.902656245986705,2120,0.45,0.472972973,1198.75,6.3397747945,0.0875,2.0705,0.115,2017,10,10,Q4,82.05065217,0.92,5.127051768
PL,2017-11-11,62.3946,19.785714285714285,0.15131778457142855,4.412397665001475,3.12,0.53,0.4932432435,1574.75,7.51632175025,0.08,3.0795,0.0325,2017,11,11,Q4,82.05065217,0.92,5.127051768
PL,2017-12-03,53.05911386861314,6.928571428571429,0.04113463428571428,4.335359704063138,1.29,0.21625,0.42567567575,1723.5,9.35730265,0.0775,3.3845,0.035,2017,12,3,Q4,82.05065217,0.92,5.127051768
PL,2018-02-11,61.373353711790394,22,0.19041438407142855,3.4081719101148185,1.36,0.2375,0.6486486487500001,1511.25,8.8437879775,0.165,2.89525,0.07,2018,2,11,Q1,82.05065217,0.92,5.127051768
PL,2018-03-02,60.27009090909091,2.4285714285714284,0.010534771285714286,2.9422117406686668,1.68,0.19,0.70270270275,1511.25,8.8437879775,0.12,0.94325,0.0425,2018,3,2,Q1,82.05065217,0.92,5.127051768
PL,2018-04-01,65.76368913857678,30.428571428571427,0.2310812825,4.236932015684529,676,0.375,0.6486486487500001,319.875,5.9836154555,0.185,1.1075,1.0075,2018,4,1,Q2,82.05065217,0.92,5.127051768
PL,2018-05-10,57.3700206185567,4.214285714285714,0.020270164285714286,4.0256567031369235,0.53,0.195,0.3648648645,24.6475,5.396397477,0.0525,0.0325,0.02,2018,5,10,Q2,82.05065217,0.92,5.127051768
PL,2018-06-07,73.06456250000001,13.071428571428571,0.16600764364285714,4.3348455831538875,0.56,0.24,0.4594594595,3311.75,4.510528528,0.13,0.0335,0.0425,2018,6,7,Q2,82.05065217,0.92,5.127051768
PL,2018-07-27,43.723,1.9285714285714286,0.0058202150714285715,5.172276485542817,7.04,0.375,0,1950.75,7.55470242675,0.13,0.1,0.0225,2018,7,27,Q3,82.05065217,0.92,5.127051768
PL,2018-09-25,49.0110303030303,1.1428571428571428,0.007773128142857143,5.106083043687101,2940,0.35,0.58783783775,1183.5,2.21148274775,0.1825,1.015,0.0975,2018,9,25,Q3,82.05065217,0.92,5.127051768
PL,2020-01-15,44.37735849056604,9.5,0.036099213428571426,4.839352560060827,0.37,0.1725,0.3716216216216215,2021.5,6.412657089694444,0.13735,1.8315,0.0909875,2020,1,15,Q1,82.05065217,0.92,5.127051768
PL,2020-05-24,75.43223443223444,11.285714285714286,0.3011542624285714,7.225049725957954,122,0.183,0.49324324324324326,485.275,6.412657089694444,0.1258,0.2727,0.09615,2020,5,24,Q2,82.05065217,0.92,5.127051768
PL,2020-09-15,66.08092485549133,7.928571428571429,0.21914253907142858,4.8372245028361185,20.8,0.16499999999999998,0.2094594594594593,1941,6.412657089694444,0.16405,0.1,0.0465625,2020,9,15,Q3,82.05065217,0.92,5.127051768
PL,2020-11-02,56.374468085106386,20.428571428571427,0.15881790585714287,4.333849839113894,1.75,0.1775,0.28378378378378377,1788.75,6.412657089694444,0.206975,1.369925,0.051785,2020,11,2,Q4,82.05065217,0.92,5.127051768
SF,2017-09-19,48.30166666666667,2.230769230769231,0.11712649507692309,3.910118252582494,1.01,0.195,0.672297297375,1307.375,5.70237798875,0.14125,17.16,5.8075,2017,9,19,Q3,56.67231884,0.91,21.14188763
SF,2017-11-05,39.57891304347826,50.84615384615385,0.203637689,3.4247819427566264,1.31,0.16999999999999998,0.560810811,1329.5,4.44630589825,0.125,14.72,3.31,2017,11,5,Q4,56.67231884,0.91,21.14188763
SF,2017-12-11,47.61516853932584,4.769230769230769,0.05826518007692308,2.541291524964522,0.97,0.59,0.777027027,1052.75,7.5032519095,0.1225,17.295,1.3925,2017,12,11,Q4,56.67231884,0.91,21.14188763
SF,2018-02-02,41.269262295081965,22.846153846153847,0.06627829476923076,2.130289760273348,0.78,0.1825,0.62162162175,1145.5,8.224891027249999,0.5075,17.37775,0.755,2018,2,2,Q1,56.67231884,0.91,21.14188763
SF,2018-04-07,42.271655172413794,11.846153846153847,0.02228083746153846,4.020307715546555,0.92,0.105,0.93918918925,1216.25,4.7393959809999995,0.235,9.795,1.2425000000000002,2018,4,7,Q2,56.67231884,0.91,21.14188763
SF,2018-05-12,37.0175572519084,8.23076923076923,0.013953101538461538,3.674288112973942,0.35,0.1325,0.79729729725,1417,5.37713200075,0.0525,8.692,1.9275,2018,5,12,Q2,56.67231884,0.91,21.14188763
SF,2018-06-01,50.99892307692308,13.846153846153847,0.08463947361538461,2.490707028923247,0.48,0.5875,1,1418.25,4.2884401055,0.0175,16.098,2.2075,2018,6,1,Q2,56.67231884,0.91,21.14188763
SF,2018-07-01,45.0916404494382,6.3076923076923075,0.023021488,4.913543959342188,2940,0.2075,0.7364864865,735.25,4.336761594,0.2125,11.4725,2.3325,2018,7,1,Q3,56.67231884,0.91,21.14188763
SF,2018-09-18,30.737037037037037,6.076923076923077,0.004093152076923077,2.919100230208694,602,0.35250000000000004,0.8175675677500001,387.8,4.3033530375,0.1825,1.19,0.4575,2018,9,18,Q3,56.67231884,0.91,21.14188763
SF,2020-01-13,44.07194244604317,41.72727272727273,0.09539059545454545,1.6647570697509204,0.37,0.185,0.7162162162162162,995.25,5.435767726944444,0.147075,11.71,2.72825,2020,1,13,Q1,56.67231884,0.91,21.14188763
SF,2020-05-27,104.59447004608295,17.454545454545453,2.1782404996363636,6.225483362439551,122,0.163875,0.7364864864864865,1062.75,5.435767726944444,0.120025,5.78325,3.558,2020,5,27,Q2,56.67231884,0.91,21.14188763
SF,2020-09-11,50.2734375,8.909090909090908,0.07117327854545455,3.6107796768062905,20.8,0.1875,0.7837837837837838,1063,5.435767726944444,0.225775,4.58525,1.22025,2020,9,11,Q3,56.67231884,0.91,21.14188763
SF,2020-11-04,47.19230769230769,20.727272727272727,0.08758785854545455,2.9580099069319368,1.75,0.19,0.8243243243243242,1092.25,5.435767726944444,0.161975,8.2595,3.13125,2020,11,4,Q4,56.67231884,0.91,21.14188763
TR,2017-09-25,52.031136363636364,17,0.08772945876923076,1.3252460775824588,0.26,0.355,0.8513513515,4199.75,0.30363716550000003,0.0425,0.024655,0.1725,2017,9,25,Q3,54.17231884,0.78,24.13880814
TR,2017-11-05,38.91307262569833,7.923076923076923,0.017598512692307694,3.916267782394103,2.1,0.3625,0.7702702705,3937,1.416872871,0.305,0.0407375,0.1025,2017,11,5,Q4,54.17231884,0.78,24.13880814
TR,2017-12-11,32.1203007518797,12.76923076923077,0.01672127446153846,2.1469623835867977,12.9,0.245,0.7027027029999999,2450.75,9.77802252125,0.1625,2.3295,0.19,2017,12,11,Q4,54.17231884,0.78,24.13880814
TR,2018-02-02,39.60390721649485,69.3076923076923,0.10920877630769231,1.7381298970136116,4.44,0.245,0.5135135135,7184.5,3.997407024,0.4075,0.11,0.1025,2018,2,2,Q1,54.17231884,0.78,24.13880814
TR,2018-04-07,45.08296932515337,25.46153846153846,0.07061272753846154,2.3831740858111687,3.95,0.25,0.7297297300000001,2727.75,4.36918684725,0.1375,0.04475,0.085,2018,4,7,Q2,54.17231884,0.78,24.13880814
TR,2018-06-01,57.00075675675676,17.615384615384617,0.06865277792307692,2.8294064461614195,2.37,0.8125,0.92567567575,3196.25,0.6234115615,0.1325,0.03525,0.0925,2018,6,1,Q2,54.17231884,0.78,24.13880814
TR,2018-07-01,51.356676923076925,8.384615384615385,0.03171278523076923,1.9555925197600688,35,0.2525,0.93918918925,2941.5,2.2978297085,0.8125,0.2175,0.13,2018,7,1,Q3,54.17231884,0.78,24.13880814
TR,2018-08-31,48.42857142857143,0.7692307692307693,0.002565981,1.8946457081379977,2.03,0.255,0.84459459475,3451.25,1.6565557789999998,0.4375,0,0.275,2018,8,31,Q3,54.17231884,0.78,24.13880814
TR,2020-01-13,43.121212121212125,15,0.0396148868,3.0560218031896196,0.37,0.3775,0.8175675675675678,6215.5,3.05536543475,0.181175,1.0284,0.21735,2020,1,13,Q1,54.17231884,0.78,24.13880814
TR,2020-05-27,86.29333333333334,3.6,0.1277526126,5.523295318065587,122,0.45,0.8851351351351353,7451,3.05536543475,0.09807,0.1078975,0.31779999999999997,2020,5,27,Q2,54.17231884,0.78,24.13880814
TR,2020-09-11,57.892857142857146,8.2,0.10534222630000001,4.541784293373452,20.8,0.29,0.945945945945946,2012,3.05536543475,0.218025,0.90405,0.183825,2020,9,11,Q3,54.17231884,0.78,24.13880814
TR,2020-11-04,44.38805970149254,46.4,0.1460377112,1.8794377283574133,1.75,0.2675,0.8581081081081082,5492.75,3.05536543475,0.174175,0.682125,0.07703,2020,11,4,Q4,54.17231884,0.78,24.13880814
WM,2017-09-30,75.19257142857143,1.2173913043478262,0.019594142652173914,4.786085337239045,612,0,0,169.025,4.9464259345,0.14250000000000002,0.37775,0.27,2017,9,30,Q3,94.17101449,0.63,10.6573548
WM,2017-11-03,79.07658558558559,1.826086956521739,0.07651752617391305,4.429856466229894,21.6,0.6775,0.84459459475,495.975,5.71860843,0.0675,0.019765,0.15000000000000002,2017,11,3,Q4,94.17101449,0.63,10.6573548
WM,2017-12-02,60.64551904761905,4.173913043478261,0.04611530543478261,7.413459596550936,1.92,0.39125,0.6621621625,688.825,2.287298805,0.085,0.005,0.25,2017,12,2,Q4,94.17101449,0.63,10.6573548
WM,2018-02-09,64.08345238095238,1.2608695652173914,0.017897948347826088,6.506119738661026,52.8,0.595,0.608108108,621.5,9.1620590395,0.2575,0.0364,0.09,2018,2,9,Q1,94.17101449,0.63,10.6573548
WM,2018-03-02,64.91223529411765,2.260869565217391,0.04216184352173913,6.327897326149425,56,0.30375,0.331081081125,459.4,8.15997342075,0.205,1.408,0.11,2018,3,2,Q1,94.17101449,0.63,10.6573548
WM,2018-03-31,37.71781578947368,0.5652173913043478,9.245525652173913e-4,5.685866013025648,96.7,0.845,0.83108108125,462.875,6.3319151965,0.2975,1.557,0.18,2018,3,31,Q1,94.17101449,0.63,10.6573548
WM,2018-05-04,75.75072727272727,0.5652173913043478,0.02039083413043478,5.539172576785735,22.2,0.65,0.92567567575,996,5.57876168425,2.3175,1.4335,0.06,2018,5,4,Q2,94.17101449,0.63,10.6573548
WM,2018-06-04,111.15273076923077,0.391304347826087,0.02332155739130435,6.613805215240195,17.8,0.5650000000000001,0.9324324325,943.5,6.3455165545,0,0.08349999999999999,0.095,2018,6,4,Q2,94.17101449,0.63,10.6573548
WM,2018-09-01,62.807087719298245,0.782608695652174,0.009014800217391305,10.498761356185051,2.73,0.49,0.9594594595,838.75,4.552887739,0.1575,0.005,0.2175,2018,9,1,Q3,94.17101449,0.63,10.6573548
WM,2020-01-14,59.891666666666666,3.5,0.033370036400000004,4.461076163771412,0.37,0.5525,0.9121621621621624,719,5.898160756,0.102075,0.1,0.1793,2020,1,14,Q1,94.17101449,0.63,10.6573548
WM,2020-05-30,64.44329896907216,2.6,0.0438498139,4.715456388341039,122,0.5339583333333333,0.724662162227196,658.6958333333333,5.898160756,0.3260020833333333,0.4354929166666667,0.15098208333333332,2020,5,30,Q2,94.17101449,0.63,10.6573548
WM,2020-09-08,58.285714285714285,1.7,0.0139993427,5.649321267308454,8.09,0.6775,0.9189189189189192,834,5.898160756,0.119225,0.1,0.13555,2020,9,8,Q3,94.17101449,0.63,10.6573548
WM,2020-11-05,58.795918367346935,3.1,0.0362670591,5.6596666083728024,1.75,0.66,0.7702702702702703,675.5,5.898160756,0.160725,0.1,0.074435,2020,11,5,Q4,94.17101449,0.63,10.6573548
