site_code,collection_date,Diversity,Observed,Estimator,s.e.,LCL,UCL
AR,2018-09-11,Shannon diversity,1.7963242036116664,1.8063793961917827,0.07050880556041522,1.6681846767004314,1.944574115683134
AR,2018-09-11,Simpson diversity,1.290542932054025,1.2908937833774954,0.029042993263337695,1.233970562578114,1.3478170041768767
AR,2020-01-17,Species richness,7,7.490909090909091,1.3681327033885673,7,10.172399915622103
AR,2020-01-17,Shannon diversity,5.423237763501077,5.781836345653477,0.5570953308464965,4.689949561238918,6.8737231300680355
AR,2020-01-17,Simpson diversity,4.778830963665087,5.138408304498279,0.5818056568152722,3.998090171138675,6.278726437857883
AR,2020-05-20,Species richness,10,10.498687664041995,1.606558001388069,10,13.64748348583726
AR,2020-05-20,Shannon diversity,5.896303930077525,5.974781202173254,0.24554374754097824,5.493524300363942,6.456038103982567
AR,2020-05-20,Simpson diversity,5.053824461233159,5.108319808058718,0.2133732401672742,4.690115942066246,5.526523674051191
AR,2020-09-20,Species richness,10,10.98936170212766,2.08475411774191,10,15.075404689523378
AR,2020-09-20,Shannon diversity,6.102561171942601,6.470804051945188,0.5916687149412637,5.3111546798812155,7.63045342400916
AR,2020-09-20,Simpson diversity,4.817884405670665,5.024137931034472,0.5459572398808141,3.954081403769182,6.0941944582997625
AR,2020-11-03,Species richness,8,8.248366013071895,1.905689141643564,8,11.983448096422329
AR,2020-11-03,Shannon diversity,4.32996065753892,4.441521294332898,0.35471212252678663,3.746298309300638,5.136744279365159
AR,2020-11-03,Simpson diversity,3.4613337276356644,3.5183055975794217,0.2862415853516497,2.9572823994125406,4.079328795746303
EM,2017-10-10,Species richness,10,34.23076923076923,16.32798596513792,10,66.23303366251503
EM,2017-10-10,Shannon diversity,2.308321052580471,2.687330112028975,0.5017939883233716,1.7038319672564544,3.670828256801496
EM,2017-10-10,Simpson diversity,1.52757793764988,1.5365853658536586,0.13562415931956598,1.270766898153787,1.8024038335535302
EM,2017-11-03,Species richness,13,16.980295566502463,5.356830577923568,13,27.479490570515537
EM,2017-11-03,Shannon diversity,5.176025505369034,5.4061762616426705,0.4452838922772191,4.533435869883508,6.278916653401833
EM,2017-11-03,Simpson diversity,3.59998252817332,3.6469228032728656,0.31724518653423284,3.025133663397078,4.268711943148653
EM,2017-12-02,Species richness,14,38.27927927927928,15.209873763916068,14,68.09008406595544
EM,2017-12-02,Shannon diversity,5.401262989064362,6.233189537234836,0.906376721791503,4.45672380609801,8.009655268371661
EM,2017-12-02,Simpson diversity,3.6334414626953704,3.7225609756097624,0.38671323367434896,2.9646169652630165,4.480504985956508
EM,2018-02-09,Species richness,11,13.23972602739726,4.959092644232199,11,22.959369006089872
EM,2018-02-09,Shannon diversity,3.6253433915927675,3.7403177800797747,0.2847875244753073,3.1821444888618537,4.298491071297696
EM,2018-02-09,Simpson diversity,2.510127178520961,2.527636594663282,0.17396833096229755,2.1866649315266344,2.8686082577999295
EM,2018-03-09,Species richness,10,22.459016393442624,10.347976627522876,10,42.74067789624971
EM,2018-03-09,Shannon diversity,2.00674653877555,2.0749401106450978,0.1643803499559101,1.7527605449654238,2.3971196763247717
EM,2018-03-09,Simpson diversity,1.4646146579548138,1.4668565100458755,0.07996522351251842,1.310127551945644,1.623585468146107
EM,2018-03-31,Species richness,7,9.863636363636363,2.5999407930255436,7,14.959426679902935
EM,2018-03-31,Shannon diversity,5.497225956958394,6.916198896776062,1.1627186346566505,4.637312248695443,9.195085544856681
EM,2018-03-31,Simpson diversity,4.745098039215686,5.775000000000008,1.0419320342145044,3.732850738601025,7.817149261398992
EM,2018-05-04,Species richness,10,10.399058823529412,3.1737880932054217,10,16.61956918077409
EM,2018-05-04,Shannon diversity,2.655603345288124,2.6883067747037175,0.11486485840586151,2.463175789138936,2.913437760268499
EM,2018-05-04,Simpson diversity,2.0590381085918175,2.0641939105134193,0.08986295388643827,1.8880657573516164,2.240322063675222
EM,2018-06-04,Species richness,6,8.98,2.2459672758543823,6,13.382014971130126
EM,2018-06-04,Shannon diversity,1.6226363633029124,1.6725413395910578,0.13803056898142466,1.402006395621894,1.9430762835602216
EM,2018-06-04,Simpson diversity,1.263477088948787,1.2657152565409415,0.0686510322805123,1.1311617057696408,1.4002688073122422
EM,2018-07-05,Species richness,6,10.451086956521738,4.46882327898538,6,19.20981963660727
EM,2018-07-05,Shannon diversity,1.9404317590172604,2.0509553873544806,0.291459853024049,1.4797045724880071,2.622206202220954
EM,2018-07-05,Simpson diversity,1.4653739612188366,1.4729064039408852,0.1372720578418445,1.203858114487171,1.7419546933945995
EM,2018-09-01,Species richness,8,15.952095808383234,7.943412941703125,8,31.52089908845072
EM,2018-09-01,Shannon diversity,1.4757970788534238,1.544394706712463,0.14720937356492797,1.2558696363385016,1.8329197770864245
EM,2018-09-01,Simpson diversity,1.159577564342439,1.1606933511974578,0.0434518719449376,1.0755292471245337,1.2458574552703818
EM,2020-01-14,Species richness,8,9.985294117647058,2.5150422330154574,8,14.914686313954547
EM,2020-01-14,Shannon diversity,3.175649751302822,3.2926257266494363,0.37709221882479255,2.553538558902546,4.0317128943963265
EM,2020-01-14,Simpson diversity,2.078202247191011,2.0949338201734418,0.235154539930735,1.6340393911081152,2.5558282492387683
EM,2020-05-30,Species richness,7,12.846153846153847,2.7250796192120124,7.505095937494179,18.187211754813514
EM,2020-05-30,Shannon diversity,3.863102627155318,4.552233537549861,0.7583991212541729,3.0657985739848566,6.038668501114865
EM,2020-05-30,Simpson diversity,2.9419729206963257,3.1004184100418404,0.5050834701508173,2.110472999359727,4.090363820723954
EM,2020-09-08,Species richness,9,10.948717948717949,3.2782065524642703,9,17.373884725431132
EM,2020-09-08,Shannon diversity,6.679937453161863,7.687347226096331,1.0936197255741142,5.54389195118849,9.830802501004172
EM,2020-09-08,Simpson diversity,5.191126279863481,5.834645669291343,1.1625655727479516,3.556059017039179,8.113232321543508
EM,2020-11-05,Species richness,12,26.974093264248705,8.1023390167112,12,42.85438592753633
EM,2020-11-05,Shannon diversity,3.7987543429998842,3.880118475515446,0.1513587480728672,3.583460780547555,4.176776170483337
EM,2020-11-05,Simpson diversity,3.0858823421118036,3.097058986840395,0.09317335638598624,2.914442564005147,3.279675409675643
GC,2017-10-03,Species richness,5,6.928571428571429,3.2746318526449083,5,13.346731922383121
GC,2017-10-03,Shannon diversity,4.710650674213246,7.924083125652393,3.3972667684379845,1.2655626136391698,14.582603637665617
GC,2017-10-03,Simpson diversity,4.454545454545455,10.5,4.2837545874632035,2.103995289963887,18.896004710036113
GC,2017-11-04,Species richness,11,22.85483870967742,14.199118254007484,11,50.684599099757335
GC,2017-11-04,Shannon diversity,5.666992948002703,8.22086927792255,2.676167395471788,2.9756775661974855,13.466060989647612
GC,2017-11-04,Simpson diversity,3.3484320557491296,3.6328125000000053,1.092113844240494,1.4923086982710516,5.7733163017289595
GC,2017-12-03,Species richness,13,19.17088607594937,6.2400274901108865,13,31.401115219106572
GC,2017-12-03,Shannon diversity,4.64858305557205,5.276967456617365,0.956507231614247,3.40224773170133,7.151687181533401
GC,2017-12-03,Simpson diversity,2.5567390413764852,2.6088060965283733,0.4657346310849729,1.6959829932487778,3.5216291998079687
GC,2018-02-11,Species richness,13,21.876712328767123,12.50958769106402,13,46.39505366469817
GC,2018-02-11,Shannon diversity,4.306349159180446,5.02474394160454,1.0027637984863458,3.059363011570722,6.990124871638358
GC,2018-02-11,Simpson diversity,2.324029655473179,2.3675675675675696,0.3690047116262994,1.6443316226544344,3.0908035124807047
GC,2018-03-30,Species richness,9,12.80952380952381,5.1850635200851265,9,22.97206156644313
GC,2018-03-30,Shannon diversity,7.239574579670147,9.996061738749237,2.105842617461056,5.86868605141601,14.123437426082464
GC,2018-03-30,Simpson diversity,6.04109589041096,8.076923076923084,2.154023713380014,3.8551141768530295,12.298731976993139
GC,2018-05-04,Species richness,9,9.497159090909092,3.8660925493723073,9,17.074561248577453
GC,2018-05-04,Shannon diversity,1.7627023750376625,1.811105561147581,0.18452118712812118,1.4494506799918878,2.1727604423032743
GC,2018-05-04,Simpson diversity,1.2688841553334425,1.270836771744512,0.06941600154510517,1.134783908765329,1.4068896347236948
GC,2018-06-06,Species richness,9,18.72222222222222,6.1799657222966475,9,30.83473246361571
GC,2018-06-06,Shannon diversity,4.794221587846548,6.1581337336731865,1.478532709366218,3.2602628733509724,9.0560045939954
GC,2018-06-06,Simpson diversity,3.130434782608695,3.333333333333332,0.8786183809961187,1.6112729504260481,5.055393716240616
GC,2018-07-05,Species richness,3,3.8,1.301039211670052,3,6.349989997347685
GC,2018-07-05,Shannon diversity,2.586409289858933,3.698854650783156,1.425860140820299,0.904220127784161,6.493489173782152
GC,2018-07-05,Simpson diversity,2.272727272727273,3.333333333333332,1.8633711590337394,0,6.985473694870118
GC,2018-07-27,Species richness,11,25.423076923076923,11.520820604025598,11,48.00347037931408
GC,2018-07-27,Shannon diversity,8.258281754122079,12.989599401252644,3.6376041265756194,5.860026323150151,20.119172479355136
GC,2018-07-27,Simpson diversity,6.377358490566036,8.124999999999982,2.5214347283788734,3.183078743008858,13.066921256991106
GC,2018-11-15,Species richness,7,14.333333333333332,7.170745605837413,7,28.38773646307351
GC,2018-11-15,Shannon diversity,6.17232737686821,11.023817262083398,4.982041179361449,1.259195981039504,20.788438543127292
GC,2018-11-15,Simpson diversity,5.538461538461538,9.428571428571423,4.494814955064106,0.6188959994737573,18.23824685766909
GC,2020-01-15,Species richness,7,7.966666666666667,1.311673851477077,7,10.537500175024677
GC,2020-01-15,Shannon diversity,5.733312163641947,6.538442125032254,0.6979483631850483,5.170488470120878,7.9063957799436295
GC,2020-01-15,Simpson diversity,5.172413793103448,6.041666666666668,0.8303262344558542,4.414257151714433,7.669076181618903
GC,2020-05-24,Species richness,9,16.87878787878788,6.74763688423142,9,30.103913152635524
GC,2020-05-24,Shannon diversity,3.88572553932705,4.390265384940243,0.7205369797102195,2.978038855178945,5.80249191470154
GC,2020-05-24,Simpson diversity,2.500574052812859,2.559665871121718,0.41068163023418375,1.7547446667505224,3.364587075492914
GC,2020-09-09,Species richness,11,13.987603305785123,1.2147243804445047,11.606787268971166,16.368419342599083
GC,2020-09-09,Shannon diversity,4.844177290517564,4.988018052934632,0.3371934837775206,4.327130968909101,5.648905136960163
GC,2020-09-09,Simpson diversity,3.6030515565399286,3.642393205096181,0.24904875790334646,3.154266609211187,4.130519800981175
GC,2020-11-02,Species richness,12,12.99740932642487,2.213466503436854,12,17.335723954146907
GC,2020-11-02,Shannon diversity,2.554141303179018,2.597734482797041,0.18364297245830488,2.2378008707648824,2.9576680948291996
GC,2020-11-02,Simpson diversity,1.5834803494377958,1.5858838092798926,0.07462340183516612,1.4396246292791068,1.7321429892806783
MR,2017-09-26,Species richness,1,1,0,1,1
MR,2017-09-26,Shannon diversity,1,1,0,1,1
MR,2017-09-26,Simpson diversity,1,Inf,NA,NA,NA
MR,2017-10-31,Species richness,7,7.954545454545455,2.5006837959995907,7,12.85579563142756
MR,2017-10-31,Shannon diversity,5.281904886414122,6.332633929663429,1.1482574121625362,4.082090756843694,8.583177102483164
MR,2017-10-31,Simpson diversity,4.1724137931034475,4.914893617021284,1.2140808027957495,2.5353389692201405,7.294448264822428
MR,2017-12-05,Species richness,8,9.044642857142858,4.7824133729720755,8,18.418000827350845
MR,2017-12-05,Shannon diversity,7.445101560185091,10.44385604182939,2.6921440896424196,5.167350584937879,15.720361498720901
MR,2017-12-05,Simpson diversity,7.000000000000001,12.999999999999995,2.921367469196196,7.274224974768524,18.725775025231464
MR,2018-02-05,Species richness,13,37.25980392156863,19.85251536017339,13,76.17001903003668
MR,2018-02-05,Shannon diversity,3.298035179793193,3.835654193711924,0.7874730926166924,2.292235293388833,5.379073094035015
MR,2018-02-05,Simpson diversity,1.8638480831243283,1.879927007299271,0.23267014364285313,1.423901905481518,2.335952109117024
MR,2018-03-05,Species richness,6,16.714285714285715,7.0728792949785175,6,30.576874399442655
MR,2018-03-05,Shannon diversity,5.742347492053464,17.619889130902454,10.637448746291073,0,38.4689055610237
MR,2018-03-05,Simpson diversity,5.444444444444445,21,NA,NA,NA
MR,2018-04-01,Species richness,6,7.993150684931507,1.9473233929126643,6,11.809834401292669
MR,2018-04-01,Shannon diversity,1.7955955896610747,1.8197084309855749,0.11499128168600102,1.5943296603449126,2.045087201626237
MR,2018-04-01,Simpson diversity,1.3856854969771824,1.3875244937949043,0.06208353150298916,1.2658430080159877,1.5092059795738209
MR,2018-06-06,Species richness,5,11.666666666666668,4.7222872098914985,5,20.92217952270814
MR,2018-06-06,Shannon diversity,4.762203155904597,12.419493834892638,6.746502243137325,0,25.642395253060478
MR,2018-06-06,Simpson diversity,4.5,14.999999999999995,NA,NA,NA
MR,2018-07-27,Species richness,3,5,1.3812273531617936,3,7.707155866658701
MR,2018-07-27,Shannon diversity,2.9999999999999996,7.184153153756982,2.3649248554229763,2.5489856109843556,11.819320696529608
MR,2018-07-27,Simpson diversity,3.0000000000000004,Inf,NA,NA,NA
MR,2020-01-17,Species richness,8,8.099253731343284,3.306464006425583,8,14.579804100115439
MR,2020-01-17,Shannon diversity,2.3082106475191653,2.3759546110606284,0.24644411185128307,1.892933027630153,2.858976194491104
MR,2020-01-17,Simpson diversity,1.6279238440616501,1.6356461086637268,0.12988891011970344,1.381068522837948,1.8902236944895057
MR,2020-05-21,Species richness,11,11.998709677419354,1.1031974891706688,11,14.16093702402888
MR,2020-05-21,Shannon diversity,4.722922302736979,4.759305169982507,0.15109154310620185,4.46317118712577,5.055439152839243
MR,2020-05-21,Simpson diversity,4.007452777944581,4.023084868076895,0.12507865263811763,3.7779352136713884,4.268234522482401
MR,2020-09-10,Species richness,9,9.99502487562189,1.6205467329232175,9,13.171238107415446
MR,2020-09-10,Shannon diversity,2.548972268013648,2.6128445196878505,0.23991436171585961,2.1426210113508506,3.0830680280248504
MR,2020-09-10,Simpson diversity,1.6503002328336258,1.655683690280066,0.11914196807705638,1.4221697238018147,1.8891976567583173
MR,2020-11-03,Species richness,13,25.371134020618555,12.724145208981215,13,50.31000036427961
MR,2020-11-03,Shannon diversity,6.609560656228345,7.459862216003721,1.2582930941922355,4.993653069391474,9.926071362615968
MR,2020-11-03,Simpson diversity,4.857511615900878,5.060869565217388,0.6442801448464923,3.7981036853640133,6.323635445070762
PD,2017-10-04,Species richness,8,9.956521739130435,2.7315103687202624,8,15.310183685219872
PD,2017-10-04,Shannon diversity,5.754478009129872,6.40595388441281,0.9302966356432308,4.5826059836132975,8.229301785212323
PD,2017-10-04,Simpson diversity,4.723214285714286,5.149253731343302,0.7831889128714279,3.6142316690242255,6.684275793662379
PD,2017-11-01,Species richness,8,12.442307692307693,5.336124810167211,8,22.900920137246057
PD,2017-11-01,Shannon diversity,3.4327155677506402,3.713493632375495,0.5357453440994421,2.66345205305557,4.7635352116954195
PD,2017-11-01,Simpson diversity,2.404743083003953,2.449429037520388,0.33937788648493455,1.7842606028605936,3.1145974721801823
PD,2017-12-04,Species richness,11,13.98181818181818,3.0536335164632695,11,19.966829896070585
PD,2017-12-04,Shannon diversity,6.132533112698258,6.402168987073155,0.44256048826191413,5.5347663690993425,7.269571605046968
PD,2017-12-04,Simpson diversity,5.093545369504209,5.223938223938225,0.3200164874336591,4.596717434109238,5.851159013767211
PD,2018-02-03,Species richness,7,14.692307692307693,4.967986273993109,7,24.429381865023522
PD,2018-02-03,Shannon diversity,3.792151661815506,4.964218507681824,1.1947635222035646,2.6225250341206174,7.305911981243032
PD,2018-02-03,Simpson diversity,2.62015503875969,2.801724137931027,0.7662589107483321,1.2998842700314053,4.3035640058306495
PD,2018-03-05,Species richness,9,13.4296875,5.362040744926278,9,23.939094243691827
PD,2018-03-05,Shannon diversity,4.3573562759657705,4.835276706296963,0.7363142114601133,3.392127370530131,6.278426042063794
PD,2018-03-05,Simpson diversity,2.9552669552669553,3.0499243570347856,0.43903933419970326,2.189423074206923,3.9104256398626482
PD,2018-03-30,Species richness,9,9,1.1321572264752833,9,11.218987388728312
PD,2018-03-30,Shannon diversity,1.7915052905441655,1.8081572001442412,0.0945207144498258,1.622900004029588,1.9934143962588944
PD,2018-03-30,Simpson diversity,1.3002041136756162,1.301064432827358,0.03976102409600161,1.2231342576107656,1.3789946080439504
PD,2018-05-10,Species richness,4,4,0.29414869843350205,4,4.576520855028997
PD,2018-05-10,Shannon diversity,3.905740856188111,4.34153943276641,0.35817978860309657,3.6395199471141706,5.04355891841865
PD,2018-05-10,Simpson diversity,3.8135593220338984,4.772727272727275,0.5784079257021841,3.639068569978475,5.906385975476075
PD,2018-06-08,Species richness,12,15.938461538461539,6.813546280884039,12,29.292766855991083
PD,2018-06-08,Shannon diversity,6.176307268952403,7.0224004684555865,1.154668283110933,4.75929221946746,9.285508717443713
PD,2018-06-08,Simpson diversity,3.7824529991047444,3.9543726235741428,0.9191220876273868,2.1529264344291974,5.755818812719088
PD,2018-08-01,Species richness,14,28.948275862068968,8.791306953396083,14,46.17892086776183
PD,2018-08-01,Shannon diversity,6.215359303903918,6.506870161645473,0.37899599604145884,5.764051659119329,7.249688664171617
PD,2018-08-01,Simpson diversity,4.909515469935785,4.9768408551069045,0.26329154813307515,4.460798903332283,5.492882806881526
PD,2018-08-31,Species richness,12,14.236526946107784,5.817360665403056,12,25.638344335377734
PD,2018-08-31,Shannon diversity,5.065334079948272,5.293071023747134,0.4374725620023109,4.4356405579981395,6.150501489496129
PD,2018-08-31,Simpson diversity,3.5586321296414445,3.6143415906127805,0.2990504704581762,3.028213438954996,4.200469742270565
PD,2020-01-16,Species richness,11,15.447058823529412,4.093175203999684,11,23.46953480578118
PD,2020-01-16,Shannon diversity,6.3909659373217345,6.994662476994647,0.8024778666527793,5.421834759964663,8.56749019402463
PD,2020-01-16,Simpson diversity,4.646302250803859,4.857142857142868,0.6393339464686316,3.604071347970492,6.110214366315245
PD,2020-05-21,Species richness,12,21.915966386554622,7.020784689208629,12,35.67645152061377
PD,2020-05-21,Shannon diversity,5.697401359668188,6.225956762990415,0.6945598780899438,4.864644416827595,7.587269109153235
PD,2020-05-21,Simpson diversity,3.8978805394990363,3.9960159362549805,0.47675288736804994,3.061597447488122,4.930434425021839
PD,2020-09-09,Species richness,12,17.985748218527316,3.5976518697227804,12,25.03701631209715
PD,2020-09-09,Shannon diversity,5.4808253445202135,5.5986657239543085,0.2628621184901091,5.0834654388137945,6.1138660090948225
PD,2020-09-09,Simpson diversity,4.417221183800623,4.453455571227078,0.2087575431521839,4.0442983051477315,4.862612837306425
PL,2017-10-10,Species richness,8,12.428571428571427,4.862349704067904,8,21.958601728783506
PL,2017-10-10,Shannon diversity,4.603814394579015,5.073046404451455,0.7644435971168451,3.574764485890192,6.571328323012718
PL,2017-10-10,Simpson diversity,3.6852367688022283,3.852071005917165,0.5279870147288434,2.817235472743813,4.886906539090517
PL,2017-11-11,Species richness,9,9,0.8367087992826857,9,10.639919112141817
PL,2017-11-11,Shannon diversity,3.7151039537790442,3.7866431339327042,0.30097617896165096,3.196740662963387,4.376545604902022
PL,2017-11-11,Simpson diversity,2.4692923204821784,2.4861257094807736,0.20249489853897948,2.0892430012912815,2.8830084176702657
PL,2017-12-03,Species richness,8,8.245901639344263,2.344654236628749,8,12.841339499335863
PL,2017-12-03,Shannon diversity,4.259684152568097,4.5438620200650215,0.582145282962961,3.4028782316877395,5.6848458084423035
PL,2017-12-03,Simpson diversity,2.9002338269680434,2.9950900163666065,0.46776876567127046,2.0782800825581607,3.9118999501750524
PL,2018-02-11,Species richness,7,7,0.42825014286804125,7,7.839354856395493
PL,2018-02-11,Shannon diversity,2.0218026511225533,2.0451424179938678,0.14212098365073367,1.7665904085910238,2.3236944273967115
PL,2018-02-11,Simpson diversity,1.404461911917697,1.4065768068789224,0.06582413465131685,1.2775638736488264,1.5355897401090184
PL,2018-03-02,Species richness,7,14.578947368421051,8.03771953213647,7,30.332588169242662
PL,2018-03-02,Shannon diversity,4.419931193091708,6.386347948177705,2.912851636650473,0.6772636480342271,12.095432248321183
PL,2018-03-02,Simpson diversity,3.0854700854700856,3.4897959183673484,1.2398460891140943,1.0597422373308856,5.919849599403811
PL,2018-04-01,Species richness,10,10,0.7281694847044781,10,11.427185964661867
PL,2018-04-01,Shannon diversity,4.227300588923582,4.287729715925604,0.2595762953167255,3.7789695258644893,4.796489905986719
PL,2018-04-01,Simpson diversity,2.7870058546189314,2.8023201128703557,0.19239883273126504,2.42522533004953,3.179414895691181
PL,2018-05-10,Species richness,9,14.82857142857143,4.911557799725224,9,24.45504782401966
PL,2018-05-10,Shannon diversity,5.57566303271727,6.901357052849562,1.5328323788979432,3.897060795872741,9.905653309826384
PL,2018-05-10,Simpson diversity,3.864353312302839,4.219858156028382,1.1280138966650974,2.008991544504105,6.430724767552658
PL,2018-06-07,Species richness,9,9.497881355932204,1.6588830858757642,9,12.749232458811367
PL,2018-06-07,Shannon diversity,3.7440681061617296,3.8167396507684646,0.2524917334418657,3.3218649468283203,4.311614354708609
PL,2018-06-07,Simpson diversity,2.4410939691444598,2.4561558901683,0.1838717729678505,2.0957738373777874,2.816537942958812
PL,2018-07-27,Species richness,8,24.615384615384617,9.699882031956125,8,43.626804052305815
PL,2018-07-27,Shannon diversity,6.292111764414631,14.396977746546408,6.985504986305212,0.705639559563231,28.088315933529586
PL,2018-07-27,Simpson diversity,4.828571428571428,7.0909090909090855,5.510347122597752,0,17.890990993514595
PL,2018-09-25,Species richness,6,11.6,3.6070057061031706,6,18.66960127599268
PL,2018-09-25,Shannon diversity,4.2839141352809955,6.324300572265092,1.7843173188175663,2.82710289039159,9.821498254138595
PL,2018-09-25,Simpson diversity,3.4615384615384612,4.200000000000004,1.2555630063496082,1.7391417272339376,6.66085827276607
PL,2020-01-15,Species richness,9,9.981481481481481,2.6041384770307823,9,15.0854991072168
PL,2020-01-15,Shannon diversity,5.548031776971817,6.088141583973128,0.7260711868005397,4.665068207631816,7.511214960314439
PL,2020-01-15,Simpson diversity,4.038781163434904,4.284431137724563,0.7759063429037115,2.7636826502571035,5.8051796251920225
PL,2020-05-24,Species richness,12,12.4988344988345,1.8789770733549223,12,16.18156189038662
PL,2020-05-24,Shannon diversity,5.1840805908715195,5.258101637219349,0.26858013103019684,4.731694253437115,5.7845090210015835
PL,2020-05-24,Simpson diversity,3.8504717869322342,3.8762877892247887,0.2213156511742005,3.4425170837083265,4.310058494741251
PL,2020-09-15,Species richness,12,12.996825396825397,2.752163893608446,12,18.390967507849474
PL,2020-09-15,Shannon diversity,3.459906356930238,3.532625598526498,0.2613884808874481,3.0203135900134637,4.044937607039532
PL,2020-09-15,Simpson diversity,2.273977311790994,2.283240997229912,0.14066835095675323,2.0075360955900354,2.558945898869789
PL,2020-11-02,Species richness,12,12.99561403508772,2.3895921951593357,12,17.679128675338024
PL,2020-11-02,Shannon diversity,3.86441955270654,3.97714483410116,0.31592642772219304,3.3579404140012654,4.596349254201055
PL,2020-11-02,Simpson diversity,2.4013303769401326,2.4162464985994334,0.18618368637114385,2.0513331788030906,2.781159818395776
SF,2017-09-19,Species richness,7,7.993670886075949,2.451925458514679,7,12.799356477541577
SF,2017-09-19,Shannon diversity,1.7672077850985604,1.8124061217806322,0.15741825602390394,1.5038720094646751,2.1209402340965893
SF,2017-09-19,Simpson diversity,1.318613986900486,1.3212954085437307,0.0765164586058551,1.171325905451705,1.4712649116357566
SF,2017-11-05,Species richness,8,9.992565055762082,3.1515243455801913,8,16.16943926950042
SF,2017-11-05,Shannon diversity,2.137760771346742,2.177514664621489,0.1532208056369314,1.8772074038908917,2.477821925352086
SF,2017-11-05,Simpson diversity,1.6042789047777406,1.6079043625657938,0.08919012551731643,1.4330949287752468,1.7827137963563409
SF,2017-12-11,Species richness,6,8.9625,1.6790519971749454,6,12.253381442632941
SF,2017-12-11,Shannon diversity,2.732435596498457,2.8914046423464184,0.31359177498968016,2.276776057518657,3.50603322717418
SF,2017-12-11,Simpson diversity,2.0631850419084463,2.091330244870943,0.2546681622351413,1.5921898188810628,2.5904706708608236
SF,2018-02-02,Species richness,5,5.247191011235955,1.691518388548927,5,8.562506131979081
SF,2018-02-02,Shannon diversity,2.266696300203454,2.327802254990079,0.2405680343764788,1.856297571780587,2.799306938199571
SF,2018-02-02,Simpson diversity,1.826377680424256,1.8436911487758987,0.16488388083270392,1.5205246807126052,2.1668576168391924
SF,2018-04-07,Species richness,5,5,0.4027246712890172,5,5.7893258514122055
SF,2018-04-07,Shannon diversity,4.500921245938728,4.79321465435139,0.47226156389290375,3.8675989978387375,5.718830310864043
SF,2018-04-07,Simpson diversity,4.140684410646388,4.591304347826089,0.6447159641416718,3.3276842778503957,5.854924417801782
SF,2018-05-12,Species richness,6,6.636363636363637,2.6854102842719065,6,11.89967107725004
